APT_ICAO;APT_NAME;LAT;LONG
SBVT;GOIABEIRAS;-20,25600;-40,289
SBXG;;0,00000;0
SBYA;IAUARETE;0,60700;-69,186
SBYS;CAMPO FONTENELLE;-21,98500;-47,338
SCAC;PUPELDE;-41,90600;-73,797
SCAP;ALTO PALENA;-43,61500;-71,807
SCAR;CHACALLUTA;-18,34800;-70,339
SCBA;BALMACEDA;-45,91600;-71,689
SCBQ;EL BOSQUE;-33,56200;-70,688
SCCC;CHILE CHICO;-46,58200;-71,698
SCCF;EL LOA;-22,49900;-68,904
SCCH;GENERAL BERNARDO O HIGGINS;-36,58300;-72,032
SCCI;CARLOS IBANEZ DEL CAMPO INTERNATIONAL;-53,00300;-70,855
SCCY;TENIENTE VIDAL;-45,59400;-72,106
SCDA;DIEGO ARACENA INTERNATIONAL;-20,53500;-70,181
SCEL;ARTURO MERINO BENITEZ INTERNATIONAL;-33,39300;-70,786
SCFA;CERRO MORENO INTERNATIONAL;-23,44400;-70,445
SCFM;CAPITAN FUENTES MARTINEZ;-53,25400;-70,319
SCFT;;0,00000;0
SCGE;MARIA DOLORES;-37,40200;-72,426
SCGZ;GUARDIAMARINA ZANARTU;-54,93100;-67,626
SCHA;CHAMONATE;-27,29600;-70,414
SCIC;GENERAL FREIRE;-34,96700;-71,217
SCIE;CARRIEL SUR INTERNATIONAL;-36,77300;-73,063
SCIP;MATAVERI INTERNATIONAL;-27,16500;-109,422
SCJO;CANAL BAJO CARLOS HOTT SIEBERT;-40,61100;-73,06
SCLL;VALLENAR;-28,59800;-70,759
SCON;;0,00000;0
SCRD;;0,00000;0
SCRG;DE LA INDEPENDENCIA;-34,17400;-70,776
SCRM;TENIENTE RODOLFO MARSH MARTIN;-62,19100;-58,987
SCSE;LA FLORIDA;-29,91600;-71,191
SCSN;SANTO DOMINGO;-33,65700;-71,616
SCSR;;0,00000;0
SCST;GAMBOA;-42,49100;-73,774
SCTB;EULOGIO SANCHEZ;-33,45600;-70,547
SCTC;MAQUEHUE;-38,76900;-72,636
SCTE;EL TEPUAL INTERNATIONAL;-41,43900;-73,094
SCTI;LOS CERRILLOS;-33,49300;-70,698
SCTN;CHAITEN;-42,93300;-72,699
SCVD;PICHOY;-39,65000;-73,086
SCZP;;0,00000;0
SEAG;;0,00000;0
SEAM;CHACHOAN;-1,21200;-78,574
SEAN;;0,00000;0
SEAO;;0,00000;0
SEAP;;0,00000;0
SEAR;;0,00000;0
SEAS;;0,00000;0
SEAV;;0,00000;0
SEAY;;0,00000;0
SEBC;;0,00000;0
SEBF;;0,00000;0
SEBG;;0,00000;0
SEBH;;0,00000;0
SEBT;;0,00000;0
SECA;;0,00000;0
SECC;;0,00000;0
SECD;;0,00000;0
SECE;;0,00000;0
SECF;;0,00000;0
SECG;;0,00000;0
SECH;;0,00000;0
SECI;;0,00000;0
SECM;HACIENDA CLEMENTINA;-1,70600;-79,379
SECN;;0,00000;0
SECO;FRANCISCO DE ORELLANA;-0,46300;-76,986
SECP;;0,00000;0
SECQ;;0,00000;0
SECR;;0,00000;0
SECU;MARISCAL LAMAR;-2,88900;-78,984
SECV;;0,00000;0
SECY;;0,00000;0
SEEP;;0,00000;0
SEES;;0,00000;0
SEGE;;0,00000;0
SEGH;;0,00000;0
SEGM;;0,00000;0
SEGS;SEYMOUR;-0,45400;-90,266
SEGU;SIMON BOLIVAR INTERNATIONAL;-2,15800;-79,884
SEGZ;GUALAQUIZA;-3,42300;-78,573
SEHA;;0,00000;0
SEHI;;0,00000;0
SEHJ;;0,00000;0
SEIB;ATAHUALPA;0,33800;-78,136
SEIC;;0,00000;0
SEIS;;0,00000;0
SEIZ;;0,00000;0
SEJ;;0,00000;0
SEJC;;0,00000;0
SEJI;;0,00000;0
SEKK;;0,00000;0
SEKO;;0,00000;0
SELA;LAGO AGRIO;0,09200;-76,869
SELH;;0,00000;0
SELI;;0,00000;0
SELJ;HACIENDA LA JULIA;-1,70400;-79,552
SELM;LOMA LARGA;-1,50100;-79,481
SELN;;0,00000;0
SELO;;0,00000;0
SELP;;0,00000;0
SELR;;0,00000;0
SELS;;0,00000;0
SELT;COTOPAXI INTERNATIONAL;-0,90700;-78,616
SELY;;0,00000;0
SELZ;;0,00000;0
SEMA;J M VELASCO IBARRA;-4,38000;-79,941
SEMC;MACAS;-2,29900;-78,121
SEMD;;0,00000;0
SEME;;0,00000;0
SEMF;;0,00000;0
SEMG;;0,00000;0
SEMH;GENERAL SERRANO;-3,26900;-79,962
SEMI;;0,00000;0
SEML;;0,00000;0
SEMN;;0,00000;0
SEMO;EL CARMEN;-2,06700;-76,975
SEMP;;0,00000;0
SEMR;;0,00000;0
SEMS;;0,00000;0
SEMT;ELOY ALFARO INTERNATIONAL;-0,94600;-80,678
SEMX;MARAGROSA;-2,85100;-79,804
SEMY;MARTINICA;-1,74000;-79,622
SENA;;0,00000;0
SENC;;0,00000;0
SENI;;0,00000;0
SENR;;0,00000;0
SENV;;0,00000;0
SEOL;;0,00000;0
SEOT;;0,00000;0
SEOV;;0,00000;0
SEOY;;0,00000;0
SEPA;;0,00000;0
SEPB;;0,00000;0
SEPD;PEDERNALES;0,07300;-80,052
SEPE;;0,00000;0
SEPJ;;0,00000;0
SEPL;;0,00000;0
SEPN;;0,00000;0
SEPO;;0,00000;0
SEPP;;0,00000;0
SEPQ;;0,00000;0
SEPR;;0,00000;0
SEPS;;0,00000;0
SEPT;;0,00000;0
SEPU;;0,00000;0
SEPV;REALES TAMARINDOS;-1,04100;-80,472
SEPX;;0,00000;0
SEQE;;0,00000;0
SEQU;MARISCAL SUCRE INTERNATIONAL;-0,14100;-78,488
SERA;;0,00000;0
SERB;CHIMBORAZO;-1,65400;-78,656
SERH;;0,00000;0
SERO;VICTOR LARREA;-3,43500;-79,978
SERR;;0,00000;0
SERT;;0,00000;0
SERY;;0,00000;0
SESA;GENERAL ULPIANO PAEZ;-2,20500;-80,989
SESC;;0,00000;0
SESD;SANTO DOMINGO LOS COLORADOS;-0,24800;-79,214
SESE;;0,00000;0
SESF;;0,00000;0
SESH;;0,00000;0
SESI;;0,00000;0
SESL;;0,00000;0
SESN;;0,00000;0
SESO;;0,00000;0
SEST;SAN CRISTOBAL;-0,91000;-89,616
SESU;;0,00000;0
SESX;;0,00000;0
SESY;;0,00000;0
SESZ;;0,00000;0
SETA;TAURA;-2,26100;-79,689
SETB;;0,00000;0
SETE;MAYOR GALO TORRES;-0,98700;-77,819
SETG;;0,00000;0
SETH;;0,00000;0
SETI;;0,00000;0
SETL;;0,00000;0
SETO;;0,00000;0
SETR;TARAPOA;-0,12300;-76,337
SETT;;0,00000;0
SETU;EL ROSAL TENIENTE MANTILLA;0,80900;-77,708
SEVC;;0,00000;0
SEVI;;0,00000;0
SEVR;;0,00000;0
SEYA;;0,00000;0
SEZA;;0,00000;0
SEZP;;0,00000;0
SFAL;STANLEY;-51,68600;-57,777
SGAS;SILVIO PETTIROSSI INTERNATIONAL;-25,24000;-57,519
SGAY;JUAN DE AYOLAS;-27,37100;-56,854
SGCO;TENIENTE COL CARMELO PERALTA;-23,44200;-57,427
SGEN;;0,00000;0
SGFI;FILADELFIA;-22,36000;-60,054
SGGR;;0,00000;0
SGIB;ITAIPU;-25,40700;-54,619
SGLV;;0,00000;0
SGME;DR LUIS MARIA ARGANA INTERNATIONAL;-22,04500;-60,622
SGNA;;0,00000;0
SGOL;;0,00000;0
SGPI;CARLOS MIGUEL JIMENEZ;-26,88100;-58,318
SGPS;;0,00000;0
SHCR;;0,00000;0
SKAR;EL EDEN;4,45400;-75,765
SKAS;TRES DE MAYO;0,50500;-76,501
SKBC;LAS FLORES;9,04500;-73,975
SKBG;PALONEGRO;7,12600;-73,185
SKBO;ELDORADO INTERNATIONAL;4,70100;-74,147
SKBQ;ERNESTO CORTISSOZ;10,88900;-74,781
SKBS;JOSE CELESTINO MUTIS;6,20300;-77,394
SKBU;GERARDO TOBAR LOPEZ;3,81900;-76,99
SKCC;CAMILO DAZA;7,92800;-72,511
SKCD;MANDINGA;5,07200;-76,676
SKCG;RAFAEL NUNEZ;10,44200;-75,513
SKCL;ALFONSO BONILLA ARAGON INTERNATIONAL;3,54300;-76,381
SKCO;LA FLORIDA;1,81400;-78,749
SKCZ;LAS BRUJAS;9,33200;-75,286
SKEJ;YARIGUIES;7,02400;-73,807
SKFL;GUSTAVO ARTUNDUAGA PAREDES;1,59000;-75,564
SKFX;;0,00000;0
SKGI;SANTIAGO VILA;4,27600;-74,797
SKGO;SANTA ANA;4,75800;-75,956
SKGP;GUAPI;2,57000;-77,898
SKGY;GUAYMARAL;4,81200;-74,065
SKIB;PERALES;4,42100;-75,133
SKIP;SAN LUIS;0,86200;-77,672
SKLC;ANTONIO ROLDAN BETANCOURT;7,81200;-76,716
SKLM;LA MINA;11,23200;-72,49
SKLT;ALFREDO VASQUEZ COBO;-4,19300;-69,943
SKMD;OLAYA HERRERA;6,22000;-75,591
SKMG;BARACOA;9,28300;-74,839
SKMR;LOS GARZONES;8,82400;-75,826
SKMU;FABIO ALBERTO LEON BENTLEY;1,25400;-70,234
SKMZ;LA NUBIA;5,03000;-75,465
SKNV;BENITO SALAS;2,95000;-75,294
SKOC;AGUAS CLARAS;8,31500;-73,358
SKOT;OTU;7,01000;-74,715
SKPB;PUERTO BOLIVAR;12,22100;-71,985
SKPC;PUERTO CARRENO;6,18400;-67,493
SKPE;MATECANA;4,81300;-75,739
SKPI;PITALITO;1,85800;-76,086
SKPP;GUILLERMO LEON VALENCIA;2,45400;-76,61
SKPS;ANTONIO NARINO;1,39600;-77,291
SKPV;EL EMBRUJO;13,35700;-81,358
SKQU;MARIQUITA;5,21300;-74,884
SKRG;JOSE MARIA CORDOVA;6,16400;-75,423
SKRH;ALMIRANTE PADILLA;11,52600;-72,926
SKSA;LOS COLONIZADORES;6,95800;-71,855
SKSJ;JORGE E GONZALEZ TORRES;2,57900;-72,639
SKSM;SIMON BOLIVAR;11,11900;-74,231
SKSP;GUSTAVO ROJAS PINILLA;12,58300;-81,711
SKSV;EDUARDO FALLA SOLANO;2,15200;-74,766
SKTD;TRINIDAD;5,43000;-71,658
SKTM;TAME;6,45100;-71,76
SKTU;GONZALO MEJIA;8,07400;-76,741
SKUC;SANTIAGO PEREZ;7,06900;-70,737
SKUI;EL CARANO;5,69100;-76,641
SKUL;FARFAN;4,08800;-76,235
SKVP;ALFONSO LOPEZ PUMAREJO;10,43500;-73,249
SKVV;VANGUARDIA;4,16800;-73,614
SKYP;EL YOPAL;5,31900;-72,384
SLAB;;0,00000;0
SLAG;;0,00000;0
SLAN;;0,00000;0
SLAP;APOLO;-14,73900;-68,411
SLAQ;;0,00000;0
SLAS;ASCENSION DE GUARAYOS;-15,71900;-63,092
SLAU;;0,00000;0
SLAV;;0,00000;0
SLAX;;0,00000;0
SLBC;;0,00000;0
SLBF;;0,00000;0
SLBH;;0,00000;0
SLBJ;BERMEJO;-22,76900;-64,315
SLBN;;0,00000;0
SLBU;;0,00000;0
SLBV;;0,00000;0
SLBW;;0,00000;0
SLBY;;0,00000;0
SLCA;CAMIRI;-20,00700;-63,527
SLCB;JORGE WILSTERMAN;-17,42100;-66,177
SLCC;;0,00000;0
SLCG;;0,00000;0
SLCH;CHIMORE;-16,99000;-65,141
SLCI;;0,00000;0
SLCJ;;0,00000;0
SLCL;;0,00000;0
SLCM;;0,00000;0
SLCN;CHARANA;-17,59400;-69,434
SLCO;CAPITAN ANIBAL ARAB;-11,04000;-68,783
SLCP;CONCEPCION;-16,14300;-62,026
SLCQ;;0,00000;0
SLCR;;0,00000;0
SLCS;;0,00000;0
SLCT;;0,00000;0
SLCV;;0,00000;0
SLCY;;0,00000;0
SLCZ;;0,00000;0
SLDN;;0,00000;0
SLDP;;0,00000;0
SLEC;;0,00000;0
SLED;;0,00000;0
SLEF;;0,00000;0
SLEJ;;0,00000;0
SLEL;;0,00000;0
SLEO;;0,00000;0
SLEP;;0,00000;0
SLES;;0,00000;0
SLEU;;0,00000;0
SLEV;;0,00000;0
SLEZ;;0,00000;0
SLFA;;0,00000;0
SLGJ;;0,00000;0
SLGY;CAP DE AV EMILIO BELTRAN;-10,82200;-65,346
SLHJ;;0,00000;0
SLHN;;0,00000;0
SLHT;;0,00000;0
SLHU;;0,00000;0
SLHY;;0,00000;0
SLIC;;0,00000;0
SLIG;;0,00000;0
SLIH;;0,00000;0
SLIJ;;0,00000;0
SLIR;;0,00000;0
SLIT;;0,00000;0
SLIV;;0,00000;0
SLIX;;0,00000;0
SLIZ;;0,00000;0
SLJD;;0,00000;0
SLJE;;0,00000;0
SLJM;;0,00000;0
SLJN;;0,00000;0
SLJO;SAN JOAQUIN;-13,05300;-64,662
SLJT;;0,00000;0
SLJV;;0,00000;0
SLKQ;;0,00000;0
SLKY;;0,00000;0
SLLA;;0,00000;0
SLLC;;0,00000;0
SLLE;;0,00000;0
SLLI;;0,00000;0
SLLJ;;0,00000;0
SLLL;;0,00000;0
SLLP;EL ALTO INTERNATIONAL;-16,51300;-68,192
SLLT;;0,00000;0
SLLU;;0,00000;0
SLLV;;0,00000;0
SLLZ;;0,00000;0
SLMD;;0,00000;0
SLMG;MAGDALENA;-13,25400;-64,063
SLML;;0,00000;0
SLMP;;0,00000;0
SLMR;;0,00000;0
SLMV;;0,00000;0
SLMW;;0,00000;0
SLMX;;0,00000;0
SLNE;;0,00000;0
SLNO;;0,00000;0
SLNP;;0,00000;0
SLNQ;;0,00000;0
SLNV;;0,00000;0
SLOI;;0,00000;0
SLOR;JUAN MENDOZA;-17,96300;-67,076
SLOT;;0,00000;0
SLPM;;0,00000;0
SLPO;CAPITAN NICOLAS ROJAS;-19,54300;-65,724
SLPP;;0,00000;0
SLPR;;0,00000;0
SLPS;CAP DE AV SALVADOR OGAYA G;-18,97500;-57,821
SLPT;;0,00000;0
SLPU;;0,00000;0
SLPV;;0,00000;0
SLQY;;0,00000;0
SLRA;SAN RAMON;-13,26400;-64,605
SLRB;ROBORE;-18,32800;-59,766
SLRE;;0,00000;0
SLRH;;0,00000;0
SLRI;CAP DE AV SELIN ZEITUN LOPEZ;-11,01000;-66,073
SLRP;;0,00000;0
SLRQ;RURRENABAQUE;-14,42800;-67,501
SLRR;;0,00000;0
SLRS;;0,00000;0
SLRT;;0,00000;0
SLRX;;0,00000;0
SLRY;REYES;-14,30600;-67,354
SLSA;SANTA ANA DEL YACUMA;-13,76200;-65,435
SLSB;CAPITAN GERMAN QUIROGA G;-14,85700;-66,737
SLSC;;0,00000;0
SLSD;;0,00000;0
SLSF;;0,00000;0
SLSG;;0,00000;0
SLSH;;0,00000;0
SLSI;CAP AV JUAN COCHAMANIDIS SAUCEDO;-16,38400;-60,963
SLSJ;;0,00000;0
SLSL;;0,00000;0
SLSM;SAN IGNACIO DE MOXOS;-14,96600;-65,634
SLSN;;0,00000;0
SLSQ;;0,00000;0
SLSR;;0,00000;0
SLSS;;0,00000;0
SLST;;0,00000;0
SLSU;JUANA AZURDUY DE PADILLA;-19,00700;-65,289
SLSW;;0,00000;0
SLTE;;0,00000;0
SLTF;;0,00000;0
SLTG;;0,00000;0
SLTH;;0,00000;0
SLTI;SAN MATIAS;-16,33900;-58,402
SLTJ;CAPITAN ORIEL LEA PLAZA;-21,55600;-64,701
SLTP;;0,00000;0
SLTR;TTE AV JORGE HENRICH ARAUZ;-14,81900;-64,918
SLTS;;0,00000;0
SLTT;;0,00000;0
SLTU;;0,00000;0
SLTY;;0,00000;0
SLTZ;;0,00000;0
SLUC;;0,00000;0
SLUV;;0,00000;0
SLUY;;0,00000;0
SLVA;;0,00000;0
SLVD;;0,00000;0
SLVE;;0,00000;0
SLVG;;0,00000;0
SLVI;;0,00000;0
SLVM;;0,00000;0
SLVN;;0,00000;0
SLVR;VIRU VIRU INTERNATIONAL;-17,64500;-63,135
SLWA;;0,00000;0
SLWD;;0,00000;0
SLYA;;0,00000;0
SLYB;;0,00000;0
SLYP;;0,00000;0
SLYY;;0,00000;0
SLZB;;0,00000;0
SLZF;;0,00000;0
SLZG;;0,00000;0
SLZJ;;0,00000;0
SLZK;;0,00000;0
SLZR;;0,00000;0
SLZX;;0,00000;0
SMCI;;0,00000;0
SMCO;;0,00000;0
SMDA;;0,00000;0
SMJP;JOHAN A PENGEL INTERNATIONAL;5,45300;-55,188
SMKA;;0,00000;0
SMKE;;0,00000;0
SMNI;;0,00000;0
SMSM;;0,00000;0
SMTB;;0,00000;0
SMWA;;0,00000;0
SMZO;ZORG EN HOOP;5,81100;-55,191
SOCA;ROCHAMBEAU;4,82000;-52,36
SOML;;0,00000;0
SOOG;ST GEORGES DE L OYAPOCK;3,89700;-51,804
SOOM;;0,00000;0
SOOR;;0,00000;0
SOOS;;0,00000;0
SOOY;;0,00000;0
SPAA;;0,00000;0
SPAB;;0,00000;0
SPAC;CIRO ALEGRIA;-4,60700;-77,941
SPAG;;0,00000;0
SPAI;;0,00000;0
SPAL;;0,00000;0
SPAM;;0,00000;0
SPAN;;0,00000;0
SPAO;;0,00000;0
SPAP;;0,00000;0
SPAR;;0,00000;0
SPAS;ANDOAS;-2,79500;-76,466
SPAT;;0,00000;0
SPAY;ATALAYA;-10,72900;-73,766
SPBA;;0,00000;0
SPBB;MOYOBAMBA;-6,01900;-76,988
SPBC;CABALLOCOCHA;-3,91700;-70,508
SPBL;;0,00000;0
SPBR;IBERIA;-11,41100;-69,489
SPBS;;0,00000;0
SPBU;;0,00000;0
SPBY;;0,00000;0
SPCA;;0,00000;0
SPCB;;0,00000;0
SPCC;;0,00000;0
SPCG;;0,00000;0
SPCH;;0,00000;0
SPCL;CAP FAP DAVID AVENZUR RENGIFO;-8,37800;-74,574
SPCM;;0,00000;0
SPCN;;0,00000;0
SPCP;;0,00000;0
SPCR;;0,00000;0
SPCS;;0,00000;0
SPCT;;0,00000;0
SPCU;;0,00000;0
SPCV;;0,00000;0
SPDO;;0,00000;0
SPEB;;0,00000;0
SPEN;;0,00000;0
SPEO;TENIENTE FAP JAIME A DE MONTR MORALES;-9,15100;-78,524
SPEP;PUERTO ESPERANZA;-9,76800;-70,706
SPEQ;CESAR TORQUE PODESTA;-17,17900;-70,931
SPEV;;0,00000;0
SPEZ;;0,00000;0
SPFA;;0,00000;0
SPFL;;0,00000;0
SPGM;TINGO MARIA;-9,29000;-76,006
SPGS;;0,00000;0
SPGT;;0,00000;0
SPGU;;0,00000;0
SPHA;;0,00000;0
SPHC;;0,00000;0
SPHI;CAPT JOSE ABELARDO QUINONES GONZALES;-6,78700;-79,828
SPHL;;0,00000;0
SPHO;CORONEL FAP ALFREDO MENDIVIL DUARTE;-13,15500;-74,204
SPHT;;0,00000;0
SPHU;;0,00000;0
SPHV;;0,00000;0
SPHY;ANDAHUAYLAS;-13,70600;-73,35
SPHZ;COMMANDANTE FAP GERMAN ARIAS GRAZZIANI;-9,34700;-77,598
SPIA;;0,00000;0
SPIL;;0,00000;0
SPIM;JORGE CHAVEZ INTERNATIONAL;-12,02200;-77,114
SPIN;;0,00000;0
SPIP;;0,00000;0
SPIR;;0,00000;0
SPIS;;0,00000;0
SPIT;;0,00000;0
SPIY;;0,00000;0
SPIZ;;0,00000;0
SPJB;;0,00000;0
SPJI;JUANJUI;-7,16900;-76,728
SPJJ;JAUJA;-11,78300;-75,473
SPJL;JULIACA;-15,46700;-70,158
SPJN;SAN JUAN DE MARCONA;-15,35700;-75,136
SPJR;MAJ GEN FAP ARMANDO REVOREDO IGLESIAS;-7,13600;-78,49
SPJU;;0,00000;0
SPLA;;0,00000;0
SPLD;;0,00000;0
SPLG;;0,00000;0
SPLN;;0,00000;0
SPLO;ILO;-17,69500;-71,344
SPLP;LAS PALMAS;-12,16100;-76,999
SPLS;;0,00000;0
SPLT;;0,00000;0
SPLV;;0,00000;0
SPMA;;0,00000;0
SPME;PEDRO CANGA;-3,55200;-80,381
SPMR;;0,00000;0
SPMS;MOISES BENZAQUEN RENGIFO;-5,89400;-76,118
SPMY;;0,00000;0
SPNA;;0,00000;0
SPNC;ALFEREZ FAP D F FERNANDINI;-9,87800;-76,204
SPNH;;0,00000;0
SPNM;;0,00000;0
SPNO;;0,00000;0
SPNP;;0,00000;0
SPNR;;0,00000;0
SPNT;;0,00000;0
SPNU;;0,00000;0
SPNZ;;0,00000;0
SPOA;;0,00000;0
SPOL;COLLIQUE;-11,92900;-77,061
SPOP;;0,00000;0
SPOR;;0,00000;0
SPOS;;0,00000;0
SPOV;;0,00000;0
SPOY;;0,00000;0
SPPA;;0,00000;0
SPPG;;0,00000;0
SPPH;;0,00000;0
SPPL;;0,00000;0
SPPM;;0,00000;0
SPPN;;0,00000;0
SPPO;;0,00000;0
SPPP;;0,00000;0
SPPT;;0,00000;0
SPPY;CHACHAPOYAS;-6,20200;-77,856
SPPZ;;0,00000;0
SPQI;;0,00000;0
SPQJ;;0,00000;0
SPQN;;0,00000;0
SPQR;;0,00000;0
SPQT;CORONEL FAP FRANCISCO SECADA VIGNETTA;-3,78500;-73,309
SPQU;RODRIGUEZ BALLON;-16,34100;-71,583
SPRF;;0,00000;0
SPRG;;0,00000;0
SPRM;SAN RAMON;-11,12900;-75,35
SPRT;;0,00000;0
SPRU;CAPITAN CARLOS MARTINEZ DE PINILLOS;-8,08500;-79,109
SPSA;;0,00000;0
SPSC;;0,00000;0
SPSE;;0,00000;0
SPSF;;0,00000;0
SPSH;;0,00000;0
SPSI;;0,00000;0
SPSJ;;0,00000;0
SPSL;;0,00000;0
SPSM;;0,00000;0
SPSO;PISCO;-13,74500;-76,22
SPSP;;0,00000;0
SPSR;;0,00000;0
SPSS;;0,00000;0
SPST;TARAPOTO;-6,50900;-76,373
SPSY;;0,00000;0
SPTA;;0,00000;0
SPTE;;0,00000;0
SPTI;;0,00000;0
SPTN;CORONEL FAP CARLOS CIRIANI SANTA ROSA;-18,05300;-70,276
SPTP;EL PATO AB;-4,55000;-81,224
SPTQ;;0,00000;0
SPTR;;0,00000;0
SPTT;;0,00000;0
SPTU;PADRE ALDAMIZ;-12,61400;-69,229
SPTY;;0,00000;0
SPUC;;0,00000;0
SPUR;CAPITAN CONCHA;-5,20600;-80,616
SPVA;;0,00000;0
SPVL;;0,00000;0
SPVR;;0,00000;0
SPYL;CAPITAN MONTES;-4,57600;-81,254
SPYO;;0,00000;0
SPZA;NASCA;-14,85400;-74,961
SPZH;;0,00000;0
SPZK;;0,00000;0
SPZO;VELAZCO ASTETE;-13,53600;-71,939
SPZT;;0,00000;0
SUAA;ANGEL S ADAMI;-34,78900;-56,264
SUAG;ARTIGAS INTERNATIONAL;-30,40100;-56,508
SUCA;LAGUNA DE LOS PATOS INTERNATIONAL;-34,45600;-57,771
SUDU;SANTA BERNARDINA INTERNATIONAL;-33,35900;-56,499
SULS;CAPITAN CORBETA C A CURBELO INTERNATIONAL;-34,85500;-55,094
SUME;;0,00000;0
SUMO;CERRO LARGO;-32,33800;-54,217
SUMU;CARRASCO INTERNATIONAL;-34,83800;-56,03
SUPE;EL JAGUEL INTERNATIONAL;-34,91400;-54,921
SUPU;TYDEO LARRE BORGES INTERNATIONAL;-32,36500;-58,061
SURV;RIVERA INTERNATIONAL;-30,97400;-55,476
SUSO;NUEVA HESPERIDES INTERNATIONAL;-31,44000;-57,991
SUTB;TACUAREMBO;-31,74900;-55,926
SUTR;;0,00000;0
SUVO;;0,00000;0
SVAC;OSWALDO GUEVARA MUJICA;9,55300;-69,238
SVAN;ANACO;9,42900;-64,471
SVAT;SAN FERNANDO DE ATABAPO;4,05200;-67,701
SVBC;GENERAL JOSE ANTONIO ANZOATEGUI INTERNATIONAL;10,10700;-64,689
SVBI;BARINAS;8,61900;-70,221
SVBL;EL LIBERTADOR AB;10,18300;-67,557
SVBM;BARQUISIMETO INTERNATIONAL;10,04300;-69,358
SVBS;MARISCAL SUCRE;10,25000;-67,649
SVBZ;;0,00000;0
SVCB;CIUDAD BOLIVAR;8,12200;-63,537
SVCD;CAICARA DE ORINOCO;7,62600;-66,165
SVCH;;0,00000;0
SVCI;;0,00000;0
SVCJ;SAN CARLOS;9,64900;-68,575
SVCL;CALABOZO;8,92400;-67,417
SVCN;CANAIMA;6,23200;-62,854
SVCO;CARORA;10,17600;-70,065
SVCP;GENERAL JOSE FRANCISCO BERMUDEZ;10,66000;-63,262
SVCR;JOSE LEONARDO CHIRINOS;11,41500;-69,681
SVCS;OSCAR MACHADO ZULOAGA;10,28600;-66,816
SVCU;ANTONIO JOSE DE SUCRE;10,45000;-64,13
SVCZ;CAPITAN MANUEL RIOS GUARICO AIRBASE;9,37200;-66,923
SVDP;;0,00000;0
SVED;EL DORADO;6,71500;-61,639
SVEZ;ELORZA;7,06000;-69,497
SVGD;GUASDUALITO;7,21100;-70,756
SVGI;GUIRIA;10,57400;-62,313
SVGT;;0,00000;0
SVGU;GUANARE;9,02700;-69,755
SVHG;HIGUEROTE;10,46200;-66,093
SVIC;;0,00000;0
SVIE;ANDRES MIGUEL SALAZAR MARCANO;10,79400;-63,981
SVJC;JOSEFA CAMEJO;11,78100;-70,152
SVJM;SAN JUAN DE LOS MORROS;9,90700;-67,379
SVKA;;0,00000;0
SVKM;;0,00000;0
SVLF;LA FRIA;8,23900;-72,271
SVLO;LA ORCHILA;11,80900;-66,179
SVMC;LA CHINITA INTERNATIONAL;10,55800;-71,728
SVMD;ALBERTO CARNEVALLI;8,58200;-71,161
SVMG;DEL CARIBE INTERNATIONAL GEN SANTAGO MARINO;10,91200;-63,966
SVMI;SIMON BOLIVAR INTERNATIONAL;10,60300;-66,991
SVMN;;0,00000;0
SVMT;MATURIN;9,74900;-63,152
SVPA;CASIQUE ARAMARE;5,62000;-67,606
SVPC;GENERAL BARTOLOME SALOM INTERNATIONAL;10,48000;-68,073
SVPM;PARAMILLO;7,80100;-72,203
SVPR;GENERAL MANUEL CARLOS PIAR;8,28800;-62,76
SVPT;PALMARITO;7,57600;-70,174
SVRS;;0,00000;0
SVSA;SAN ANTONIO DEL TACHIRA;7,85200;-72,435
SVSB;SANTA BARBARA DE BARINAS;7,80300;-71,166
SVSC;;0,00000;0
SVSE;;0,00000;0
SVSO;MAYOR BUENAVENTURA VIVAS;7,56500;-72,035
SVSP;SUB TENIENTE NESTOR ARIAS;10,27900;-68,755
SVSR;SAN FERNANDO DE APURE;7,88300;-67,444
SVST;SAN TOME;8,94500;-64,151
SVSZ;SANTA BARBARA DEL ZULIA;8,97400;-71,943
SVTC;TUCUPITA;9,08900;-62,094
SVTM;TUMEREMO;7,24900;-61,529
SVTR;;0,00000;0
SVUM;;0,00000;0
SVUQ;;0,00000;0
SVVA;ARTURO MICHELENA INTERNATIONAL;10,15800;-67,927
SVVG;JUAN PABLO PEREZ ALFONSO;8,62400;-71,673
SVVL;DR ANTONIO NICOLAS BRICENO;9,34100;-70,584
SVVP;VALLE DE LA PASCUA;9,22200;-65,993
SYAH;;0,00000;0
SYAN;;0,00000;0
SYAP;;0,00000;0
SYAW;;0,00000;0
SYBR;;0,00000;0
SYBT;;0,00000;0
SYEB;;0,00000;0
SYGH;;0,00000;0
SYGT;;0,00000;0
SYIB;;0,00000;0
SYKA;;0,00000;0
SYKI;;0,00000;0
SYKK;;0,00000;0
SYKM;KAMARANG;5,86500;-60,614
SYKR;;0,00000;0
SYKS;;0,00000;0
SYKT;;0,00000;0
SYKW;;0,00000;0
SYLD;LINDEN;5,96600;-58,27
SYLP;;0,00000;0
SYLT;LETHEM;3,37300;-59,789
SYMB;;0,00000;0
SYMD;;0,00000;0
SYMM;;0,00000;0
SYMN;;0,00000;0
SYMP;;0,00000;0
SYMR;;0,00000;0
SYMW;;0,00000;0
SYNA;;0,00000;0
SYOR;;0,00000;0
SYPR;;0,00000;0
SYWI;;0,00000;0
