APT_ICAO;APT_NAME;LAT;LONG
HAGL;;0,00000;0
HAGM;GAMBELLA;8,12800;34,563
HAGN;GONDER;12,51800;37,432
HAGO;;0,00000;0
HAGR;;0,00000;0
HAGU;;0,00000;0
HAHM;HARAR MEDA;8,71600;39,008
HAHS;;0,00000;0
HAHU;;0,00000;0
HAJJ;;0,00000;0
HAJM;ABA SEGUD;7,66600;36,816
HAKL;;0,00000;0
HALA;;0,00000;0
HALL;LALIBELLA;11,97500;38,98
HAME;;0,00000;0
HAMJ;;0,00000;0
HAMK;MEKELE;13,46700;39,533
HAML;;0,00000;0
HAMM;;0,00000;0
HAMN;;0,00000;0
HAMO;;0,00000;0
HAMR;;0,00000;0
HAMS;;0,00000;0
HAMT;;0,00000;0
HANG;;0,00000;0
HANJ;;0,00000;0
HANK;;0,00000;0
HASB;;0,00000;0
HASD;;0,00000;0
HASH;;0,00000;0
HASO;;0,00000;0
HATO;;0,00000;0
HATP;;0,00000;0
HATS;;0,00000;0
HAWC;;0,00000;0
HBBA;BUJUMBURA INTERNATIONAL;-3,32400;29,318
HBBE;;0,00000;0
HBBK;;0,00000;0
HBBL;;0,00000;0
HBBM;;0,00000;0
HBBN;;0,00000;0
HBBO;;0,00000;0
HCMA;;0,00000;0
HCMB;BAIDOA;3,09900;43,624
HCMC;;0,00000;0
HCMD;;0,00000;0
HCME;;0,00000;0
HCMF;;0,00000;0
HCMG;;0,00000;0
HCMH;HARGEISA;9,51800;44,089
HCMI;BERBERA;10,38900;44,941
HCMJ;;0,00000;0
HCMK;KISIMAYU;-0,37700;42,459
HCML;;0,00000;0
HCMM;MOGADISHU;2,01400;45,305
HCMN;;0,00000;0
HCMO;;0,00000;0
HCMP;;0,00000;0
HCMR;;0,00000;0
HCMS;;0,00000;0
HCMU;;0,00000;0
HCMV;;0,00000;0
HEAR;EL ARISH INTERNATIONAL;31,07300;33,836
HEAT;ASYUT INTERNATIONAL;27,04600;31,012
HEAX;ALEXANDRIA INTERNATIONAL;31,18400;29,949
HEBL;ABU SIMBEL;22,37600;31,612
HECA;CAIRO INTERNATIONAL;30,12200;31,406
HECW;CAIRO WEST;30,11600;30,915
HEEM;EMBABA;30,07400;31,192
HEGN;HURGHADA INTERNATIONAL;27,18400;33,798
HEGR;EL GORA;31,06900;34,129
HEKB;;0,00000;0
HELX;LUXOR INTERNATIONAL;25,67100;32,706
HEMM;MERSA MATRUH;31,32500;27,222
HENY;;0,00000;0
HEPS;PORT SAID;31,27900;32,24
HERN;;0,00000;0
HESC;ST CATHERINE INTERNATIONAL;28,68500;34,063
HESN;ASWAN INTERNATIONAL;23,96400;32,82
HETR;EL TOR;28,20900;33,645
HFFF;;0,00000;0
HKAM;;0,00000;0
HKBA;;0,00000;0
HKBR;;0,00000;0
HKBU;;0,00000;0
HKEL;ELDORET INTERNATIONAL;0,40400;35,238
HKEM;;0,00000;0
HKES;;0,00000;0
HKFG;;0,00000;0
HKGA;GARISSA;-0,46300;39,648
HKGT;;0,00000;0
HKHB;;0,00000;0
HKHO;;0,00000;0
HKIS;ISIOLO;0,33900;37,591
HKKA;;0,00000;0
HKKE;;0,00000;0
HKKG;KAKAMEGA;0,27100;34,787
HKKI;KISUMU;-0,08600;34,729
HKKL;;0,00000;0
HKKR;;0,00000;0
HKKS;;0,00000;0
HKKT;KITALE;0,97200;34,958
HKLG;;0,00000;0
HKLK;LOKICHOGGIO;4,20400;34,348
HKLO;LODWAR;3,12200;35,609
HKLT;;0,00000;0
HKLU;LAMU MANDA;-2,25200;40,913
HKLY;LOYENGALANI;2,76300;36,718
HKMA;MANDERA;3,93400;41,844
HKMB;MARSABIT;2,34500;37,999
HKMG;;0,00000;0
HKMI;;0,00000;0
HKMK;MULIKA;0,23000;38,17
HKML;MALINDI;-3,22900;40,102
HKMO;MOI INTERNATIONAL;-4,03500;39,594
HKMR;;0,00000;0
HKMT;;0,00000;0
HKMU;;0,00000;0
HKMY;MOYALE LOWER;3,47000;39,101
HKNA;;0,00000;0
HKNI;NYERI;-0,36900;36,98
HKNK;;0,00000;0
HKNO;;0,00000;0
HKNV;NAIVASHA;-0,78800;36,433
HKNW;NAIROBI WILSON;-1,32200;36,815
HKNY;NANYUKI;-0,06100;37,039
HKRE;NAIROBI EASTLEIGH;-1,27700;36,862
HKSA;;0,00000;0
HKSB;;0,00000;0
HKVO;;0,00000;0
HKWJ;WAJIR;1,73300;40,091
HLFL;BU ATTIFEL;28,79500;22,081
HLGL;WAREHOUSE 59E;28,63800;21,438
HLGT;GHAT;25,14600;10,143
HLKF;KUFRA;24,17900;23,314
HLLB;BENINA;32,09700;20,269
HLLO;;0,00000;0
HLLQ;EL BEIDA;32,78900;21,964
HLLS;SEBHA;26,98700;14,473
HLLT;TRIPOLI INTERNATIONAL;32,66300;13,159
HLMB;MARSA BREGA;30,37800;19,576
HLNF;RAS LANUF OIL;30,50000;18,527
HLON;HON;29,11000;15,966
HLRA;DAHRA;29,47000;17,931
HLRF;;0,00000;0
HLSD;;0,00000;0
HLTD;GHADAMES EAST;30,15200;9,715
HLZA;ZELLA 74;28,59000;17,294
HRYG;GISENYI;-1,67700;29,259
HRYI;;0,00000;0
HRYN;;0,00000;0
HRYO;;0,00000;0
HRYR;KIGALI INTERNATIONAL;-1,96900;30,139
HRYU;;0,00000;0
HRZA;KAMEMBE;-2,46200;28,908
HSAK;;0,00000;0
HSAT;;0,00000;0
HSAW;;0,00000;0
HSBR;;0,00000;0
HSBT;;0,00000;0
HSCG;;0,00000;0
HSCN;;0,00000;0
HSDB;;0,00000;0
HSDL;;0,00000;0
HSDM;;0,00000;0
HSDN;DONGOLA;19,15400;30,43
HSDZ;DAMAZIN;11,78600;34,336
HSFS;EL FASHER;13,61500;25,325
HSGF;;0,00000;0
HSGG;;0,00000;0
HSGO;;0,00000;0
HSKA;KASSALA;15,38600;36,328
HSKG;;0,00000;0
HSKI;;0,00000;0
HSKJ;;0,00000;0
HSKP;;0,00000;0
HSLI;;0,00000;0
HSLR;;0,00000;0
HSMD;;0,00000;0
HSMK;;0,00000;0
HSMR;;0,00000;0
HSNA;;0,00000;0
HSND;;0,00000;0
HSNH;;0,00000;0
HSNL;NYALA;12,05400;24,955
HSNM;;0,00000;0
HSNR;;0,00000;0
HSNW;;0,00000;0
HSOB;EL OBEID;13,15300;30,232
HSPA;;0,00000;0
HSPI;;0,00000;0
HSRJ;;0,00000;0
HSRN;;0,00000;0
HSSJ;JUBA;4,87200;31,601
HSSM;MALAKAL;9,55900;31,652
HSSP;PORT SUDAN;19,57600;37,216
HSSS;KHARTOUM;15,58900;32,553
HSSW;;0,00000;0
HSTO;;0,00000;0
HSTR;;0,00000;0
HSTU;;0,00000;0
HSWW;WAU;7,72600;27,979
HSYA;;0,00000;0
HSYE;;0,00000;0
HSYL;;0,00000;0
HSZA;;0,00000;0
HTAR;ARUSHA;-3,36800;36,633
HTBU;;0,00000;0
HTDA;DAR ES SALAAM;-6,87800;39,203
HTDO;DODOMA;-6,17000;35,752
HTFI;;0,00000;0
HTIR;IRINGA;-7,66900;35,752
HTKA;;0,00000;0
HTKI;;0,00000;0
HTKJ;KILIMANJARO INTERNATIONAL;-3,42900;37,074
HTKO;;0,00000;0
HTKT;;0,00000;0
HTLI;;0,00000;0
HTLM;LAKE MANYARA;-3,37600;35,818
HTLO;;0,00000;0
HTMA;;0,00000;0
HTMB;;0,00000;0
HTMD;MWADUI;-3,51400;33,619
HTMG;;0,00000;0
HTMI;;0,00000;0
HTMK;;0,00000;0
HTMO;;0,00000;0
HTMP;;0,00000;0
HTMR;;0,00000;0
HTMS;MOSHI;-3,36300;37,323
HTMT;MTWARA;-10,33900;40,182
HTMU;;0,00000;0
HTMW;MWANZA;-2,44400;32,932
HTMX;;0,00000;0
HTNA;;0,00000;0
HTNG;NGERENGERE;-6,71700;38,154
HTNJ;;0,00000;0
HTPE;PEMBA;-5,25700;39,811
HTSD;;0,00000;0
HTSE;;0,00000;0
HTSH;;0,00000;0
HTSN;;0,00000;0
HTSO;;0,00000;0
HTSU;;0,00000;0
HTSY;;0,00000;0
HTTB;;0,00000;0
HTTG;TANGA;-5,09200;39,071
HTTU;;0,00000;0
HTUR;;0,00000;0
HTWH;;0,00000;0
HTWK;;0,00000;0
HTZA;ZANZIBAR;-6,22200;39,225
HUAR;;0,00000;0
HUEN;ENTEBBE INTERNATIONAL;0,04200;32,443
HUFP;;0,00000;0
HUGU;GULU;2,80600;32,272
HUJI;;0,00000;0
HUKB;;0,00000;0
HUKF;;0,00000;0
HUKS;;0,00000;0
HULA;;0,00000;0
HULI;;0,00000;0
HUMA;;0,00000;0
HUMI;;0,00000;0
HUMO;;0,00000;0
HUNA;;0,00000;0
HUSO;SOROTI;1,72800;33,623
HUTO;;0,00000;0
IOAS;;0,00000;0
IOFZ;;0,00000;0
IOHS;;0,00000;0
IOHU;;0,00000;0
IONV;;0,00000;0
IOYQ;;0,00000;0
JAPN;;0,00000;0
KABI;ABILENE RGNL;32,41100;-99,682
KABQ;;0,00000;0
KACK;NANTUCKET MEM;41,25300;-70,06
KACT;WACO RGNL;31,61100;-97,23
KACY;ATLANTIC CITY INTERNATIONAL;39,45800;-74,577
KADM;ARDMORE MUNI;34,30300;-97,019
KADW;ANDREWS AFB;38,81100;-76,867
KAEX;ALEXANDRIA INTERNATIONAL;31,32700;-92,548
KAFB;;0,00000;0
KAGS;AUGUSTA RGNL AT BUSH FLD;33,37000;-81,964
KAKR;AKRON FULTON INTERNATIONAL;41,03800;-81,467
KALB;ALBANY INTERNATIONAL;42,74800;-73,803
KALC;;0,00000;0
KALI;ALICE INTERNATIONAL;27,74100;-98,027
KAMA;AMARILLO INTERNATIONAL;35,21900;-101,706
KANB;ANNISTON METROPOLITAN;33,58800;-85,858
KAND;ANDERSON RGNL;34,49500;-82,709
KAOO;ALTOONA BLAIR CO;40,29600;-78,32
KAPG;PHILLIPS AAF;39,46600;-76,169
KARA;ACADIANA REGIONAL;30,03800;-91,884
KART;WATERTOWN INTERNATIONAL;43,99200;-76,022
KATL;THE WILLIAM B HARTSFIELD ATLANTA INTERNATIONAL;33,64000;-84,427
KAUG;AUGUSTA STATE;44,32100;-69,797
KAUS;AUSTIN BERGSTROM INTERNATIONAL;30,19400;-97,67
KAYE;;0,00000;0
KBAB;BEALE AFB;39,13600;-121,436
KBAD;BARKSDALE AFB;32,50200;-93,663
KBCT;BOCA RATON;26,37800;-80,107
KBDE;BAUDETTE INTERNATIONAL;48,72800;-94,612
KBDL;BRADLEY INTERNATIONAL;41,93900;-72,683
KBDR;IGOR I SIKORSKY MEM;41,16300;-73,126
KBED;LAURENCE G HANSCOM FLD;42,47000;-71,289
KBFI;BOEING FLD KING CO INTERNATIONAL;47,53000;-122,302
KBFL;MEADOWS FLD;35,43300;-119,057
KBFM;MOBILE DOWNTOWN;30,62600;-88,068
KBGR;BANGOR INTERNATIONAL;44,80700;-68,828
KBGS;;0,00000;0
KBHM;BIRMINGHAM INTERNATIONAL;33,56300;-86,753
KBIF;BIGGS AAF;31,84900;-106,38
KBIX;KEESLER AFB;30,41100;-88,924
KBKF;BUCKLEY AFB;39,70200;-104,751
KBLI;BELLINGHAM INTERNATIONAL;48,79200;-122,537
KBLV;SCOTT AFB MIDAMERICA;38,54500;-89,835
KBNA;NASHVILLE INTERNATIONAL;36,12400;-86,678
KBOF;;0,00000;0
KBOI;BOISE AIR TERMINAL;43,56400;-116,223
KBOS;GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL;42,36400;-71,005
KBPT;SOUTHEAST TEXAS RGNL;29,95100;-94,021
KBRO;BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL;25,90700;-97,426
KBSM;;0,00000;0
KBTR;BATON ROUGE METRO RYAN FLD;30,53300;-91,149
KBTV;BURLINGTON INTERNATIONAL;44,47200;-73,153
KBUF;BUFFALO NIAGARA INTERNATIONAL;42,94000;-78,732
KBUR;BURBANK GLENDALE PASADENA;34,20100;-118,359
KBWI;BALTIMORE WASHINGTON INTERNATIONAL;39,17500;-76,668
KBYH;ARKANSAS INTERNATIONAL;35,96400;-89,943
KBYS;BICYCLE LAKE AAF;35,28000;-116,63
KCAE;COLUMBIA METROPOLITAN;33,93900;-81,119
KCAR;CARIBOU MUNI;46,87100;-68,018
KCBM;COLUMBUS AFB;33,64400;-88,444
KCDC;CEDAR CITY RGNL;37,70100;-113,099
KCDS;CHILDRESS MUNI;34,43400;-100,288
KCEF;WESTOVER ARB METROPOLITAN;42,19800;-72,534
KCEW;BOB SIKES;30,77900;-86,522
KCFD;COULTER FLD;30,71600;-96,331
KCGJ;;0,00000;0
KCHA;LOVELL FLD;35,03500;-85,204
KCHD;;0,00000;0
KCHS;CHARLESTON AFB INTERNATIONAL;32,89900;-80,04
KCIC;CHICO MUNI;39,79500;-121,858
KCLE;CLEVELAND HOPKINS INTERNATIONAL;41,41200;-81,85
KCLL;EASTERWOOD FLD;30,58800;-96,364
KCLT;CHARLOTTE DOUGLAS INTERNATIONAL;35,21400;-80,943
KCMH;PORT COLUMBUS INTERNATIONAL;39,99800;-82,892
KCNM;CAVERN CITY AIR TERMINAL;32,33700;-104,263
KCNW;TSTC WACO;31,63800;-97,074
KCOF;PATRICK AFB;28,23500;-80,61
KCOS;CITY OF COLORADO SPRINGS MUNI;38,80600;-104,7
KCOT;COTULLA LA SALLE CO;28,45800;-99,22
KCOU;COLUMBIA RGNL;38,81800;-92,219
KCPR;NATRONA CO INTERNATIONAL;42,90800;-106,464
KCRP;CORPUS CHRISTI INTERNATIONAL;27,77000;-97,501
KCTB;CUT BANK MUNI;48,60800;-112,376
KCUS;;0,00000;0
KCVG;CINCINNATI NORTHERN KENTUCKY INTERNATIONAL;39,04600;-84,662
KCVS;CANNON AFB;34,38300;-103,322
KCXL;CALEXICO INTERNATIONAL;32,66900;-115,513
KCXO;MONTGOMERY CO;30,35200;-95,414
KCYS;CHEYENNE;41,15600;-104,812
KDAL;DALLAS LOVE FLD;32,84700;-96,852
KDAY;JAMES M COX DAYTON INTERNATIONAL;39,90200;-84,219
KDCA;RONALD REAGAN WASHINGTON NATIONAL;38,85200;-77,037
KDCG;;0,00000;0
KDDA;;0,00000;0
KDEN;DENVER INTERNATIONAL;39,85800;-104,667
KDET;DETROIT CITY;42,40900;-83,01
KDFW;DALLAS FORT WORTH INTERNATIONAL;32,89600;-97,037
KDHN;DOTHAN RGNL;31,32100;-85,449
KDHT;DALHART MUNI;36,02300;-102,547
KDLF;LAUGHLIN AFB;29,35900;-100,778
KDLH;DULUTH INTERNATIONAL;46,84200;-92,194
KDMA;DAVIS MONTHAN AFB;32,16600;-110,883
KDMF;;0,00000;0
KDOV;DOVER AFB;39,13000;-75,466
KDPA;DU PAGE;41,90800;-88,249
KDRI;BEAUREGARD PARISH;30,83200;-93,34
KDRO;DURANGO LA PLATA CO;37,15100;-107,754
KDRT;DEL RIO INTERNATIONAL;29,37300;-100,926
KDSM;DES MOINES INTERNATIONAL;41,53400;-93,663
KDTW;DETROIT METRO WAYNE CO;42,21200;-83,353
KDUG;BISBEE DOUGLAS INTERNATIONAL;31,46900;-109,604
KDYS;DYESS AFB;32,42100;-99,854
KECG;ELIZABETH CITY CGAS RGNL;36,26100;-76,174
KEDW;EDWARDS AFB;34,90500;-117,884
KEFD;ELLINGTON FLD;29,60700;-95,159
KEGP;EAGLE PASS MUNI;28,70000;-100,479
KEKN;ELKINS RANDOLPH CO JENNINGS RANDOLPH;38,88900;-79,857
KELD;SOUTH ARKANSAS RGNL AT GOODWIN FLD;33,22100;-92,813
KELP;EL PASO INTERNATIONAL;31,80700;-106,378
KEND;VANCE AFB;36,34000;-97,916
KENV;WENDOVER;40,71900;-114,031
KESF;ESLER RGNL;31,39500;-92,296
KEWN;CRAVEN CO RGNL;35,07300;-77,043
KEWR;NEWARK LIBERTY INTERNATIONAL;40,69200;-74,169
KEYW;KEY WEST INTERNATIONAL;24,55600;-81,759
KFAF;FELKER AAF;37,13300;-76,609
KFAT;FRESNO YOSEMITE INTERNATIONAL;36,77600;-119,718
KFCS;BUTTS AAF;38,67800;-104,756
KFFO;WRIGHT PATTERSON AFB;39,82600;-84,048
KFHU;SIERRA VISTA MUNI LIBBY AAF;31,58800;-110,344
KFLL;FORT LAUDERDALE HOLLYWOOD INTERNATIONAL;26,07200;-80,153
KFLO;FLORENCE RGNL;34,18500;-79,724
KFLV;SHERMAN AAF;39,36800;-94,914
KFME;TIPTON;39,08500;-76,759
KFMH;OTIS ANGB;41,65800;-70,521
KFMN;FOUR CORNERS RGNL;36,74100;-108,23
KFMY;PAGE FLD;26,58600;-81,863
KFOD;FORT DODGE RGNL;42,55100;-94,193
KFOE;FORBES FLD;38,95100;-95,664
KFOK;THE FRANCIS S GABRESKI;40,84400;-72,632
KFRI;MARSHALL AAF;39,05500;-96,764
KFSI;HENRY POST AAF;34,65000;-98,402
KFSM;FORT SMITH RGNL;35,33600;-94,367
KFTK;GODMAN AAF;37,90700;-85,972
KFTW;FORT WORTH MEACHAM INTERNATIONAL;32,82000;-97,362
KFWH;;0,00000;0
KFXE;FORT LAUDERDALE EXECUTIVE;26,19700;-80,171
KFYV;DRAKE FLD;36,00500;-94,17
KGAG;GAGE;36,29500;-99,776
KGCK;GARDEN CITY RGNL;37,92700;-100,724
KGEG;SPOKANE INTERNATIONAL;47,62000;-117,534
KGFA;;0,00000;0
KGFK;GRAND FORKS INTERNATIONAL;47,94900;-97,176
KGGG;EAST TEXAS RGNL;32,38500;-94,711
KGLS;SCHOLES INTERNATIONAL AT GALVESTON;29,26500;-94,86
KGNT;GRANTS MILAN MUNI;35,16500;-107,901
KGNV;GAINESVILLE RGNL;29,69000;-82,272
KGRB;AUSTIN STRAUBEL INTERNATIONAL;44,48500;-88,129
KGRF;GRAY AAF;47,07900;-122,581
KGRK;ROBERT GRAY AAF;31,06700;-97,829
KGRR;GERALD R FORD INTERNATIONAL;42,88100;-85,523
KGSB;SEYMOUR JOHNSON AFB;35,33900;-77,961
KGTB;WHEELER SACK AAF;44,05600;-75,719
KGTF;GREAT FALLS INTERNATIONAL;47,48200;-111,371
KGUS;GRISSOM ARB;40,64800;-86,152
KGVT;MAJORS;33,06800;-96,065
KGVW;RICHARDS GEBAUR MEMORIAL;38,84300;-94,561
KGWO;GREENWOOD LEFLORE;33,49400;-90,084
KHAR;;0,00000;0
KHBR;HOBART MUNI;34,99100;-99,051
KHFD;HARTFORD BRAINARD;41,73600;-72,65
KHHR;JACK NORTHROP FLD HAWTHORNE MUNI;33,92300;-118,335
KHIB;CHISHOLM HIBBING;47,38600;-92,839
KHIF;HILL AFB;41,12400;-111,973
KHKY;HICKORY RGNL;35,74100;-81,389
KHLN;HELENA RGNL;46,60700;-111,983
KHLR;HOOD AAF;31,13900;-97,714
KHMN;HOLLOMAN AFB;32,85200;-106,106
KHOB;LEA CO RGNL;32,68800;-103,217
KHON;HURON RGNL;44,38500;-98,228
KHOP;CAMPBELL AAF;36,66800;-87,496
KHOU;WILLIAM P HOBBY;29,64500;-95,279
KHPN;WESTCHESTER CO;41,06700;-73,707
KHRL;VALLEY INTERNATIONAL;26,22800;-97,654
KHRO;BOONE CO;36,26100;-93,155
KHRT;HURLBURT FLD;30,42800;-86,689
KHST;HOMESTEAD ARB;25,48800;-80,384
KHTB;;0,00000;0
KHTL;ROSCOMMON CO;44,36000;-84,671
KHUA;REDSTONE AAF;34,67900;-86,685
KHUF;TERRE HAUTE INTERNATIONAL HULMAN FLD;39,45100;-87,307
KHUL;HOULTON INTERNATIONAL;46,12300;-67,792
KHVR;HAVRE CITY CO;48,54300;-109,762
KHWO;NORTH PERRY;26,00100;-80,24
KIAB;MC CONNELL AFB;37,62300;-97,267
KIAD;WASHINGTON DULLES INTERNATIONAL;38,94400;-77,456
KIAG;NIAGARA FALLS INTERNATIONAL;43,10700;-78,946
KIAH;GEORGE BUSH INTCNTL HOUSTON;29,98000;-95,34
KICT;WICHITA MID CONTINENT;37,65000;-97,433
KIKK;GREATER KANKAKEE;41,07100;-87,846
KIKR;ALBUQUERQUE INTERNATIONAL SUNPORT;35,04000;-106,609
KILG;NEW CASTLE CO;39,67900;-75,606
KILM;WILMINGTON INTERNATIONAL;34,27100;-77,903
KIND;INDIANAPOLIS INTERNATIONAL;39,71700;-86,294
KINJ;;0,00000;0
KINK;WINKLER CO;31,77900;-103,201
KINL;FALLS INTERNATIONAL;48,56600;-93,403
KINS;INDIAN SPRINGS AF AUX;36,58700;-115,673
KINT;SMITH REYNOLDS;36,13400;-80,222
KIPL;IMPERIAL CO;32,83400;-115,579
KIPT;WILLIAMSPORT RGNL;41,24200;-76,921
KISN;SLOULIN FLD INTERNATIONAL;48,17800;-103,642
KISP;LONG ISLAND MAC ARTHUR;40,79500;-73,1
KJAN;JACKSON INTERNATIONAL;32,31100;-90,076
KJAX;JACKSONVILLE INTERNATIONAL;30,49400;-81,688
KJBR;JONESBORO MUNI;35,83200;-90,646
KJFK;JOHN F KENNEDY INTERNATIONAL;40,64000;-73,779
KJNT;;0,00000;0
KJYD;;0,00000;0
KLAN;CAPITAL CITY;42,77900;-84,587
KLAS;MC CARRAN INTERNATIONAL;36,08000;-115,152
KLAX;LOS ANGELES INTERNATIONAL;33,94200;-118,408
KLBB;LUBBOCK INTERNATIONAL;33,66400;-101,823
KLCH;LAKE CHARLES RGNL;30,12600;-93,223
KLCK;RICKENBACKER INTERNATIONAL;39,81400;-82,928
KLFI;LANGLEY AFB;37,08300;-76,36
KLFK;ANGELINA CO;31,23400;-94,75
KLFT;LAFAYETTE RGNL;30,20500;-91,987
KLGA;LA GUARDIA;40,77700;-73,872
KLGB;LONG BEACH;33,81800;-118,151
KLHW;WRIGHT AAF;31,88900;-81,562
KLIT;ADAMS FLD;34,72900;-92,224
KLIZ;;0,00000;0
KLNA;PALM BEACH CO PARK;26,59300;-80,085
KLNK;LINCOLN MUNI;40,85100;-96,759
KLOU;BOWMAN FLD;38,22800;-85,664
KLRD;LAREDO INTERNATIONAL;27,54400;-99,461
KLRF;LITTLE ROCK AFB;34,91800;-92,146
KLSF;LAWSON AAF;32,33700;-84,991
KLSV;NELLIS AFB;36,23600;-115,034
KLTS;ALTUS AFB;34,66700;-99,267
KLUF;LUKE AFB;33,53500;-112,383
KLUK;CINCINNATI MUNI LUNKEN FLD;39,10300;-84,419
KMAF;MIDLAND INTERNATIONAL;31,94200;-102,202
KMCC;MC CLELLAN AFLD;38,66700;-121,401
KMCF;MACDILL AFB;27,84900;-82,521
KMCI;KANSAS CITY INTERNATIONAL;39,29700;-94,714
KMCN;MIDDLE GEORGIA RGNL;32,69300;-83,649
KMCO;ORLANDO INTERNATIONAL;28,42900;-81,316
KMDT;HARRISBURG INTERNATIONAL;40,19300;-76,763
KMDW;CHICAGO MIDWAY INTERNATIONAL;41,78600;-87,752
KMEM;MEMPHIS INTERNATIONAL;35,04200;-89,977
KMER;CASTLE;37,38000;-120,568
KMFE;MC ALLEN MILLER INTERNATIONAL;26,17600;-98,239
KMGE;DOBBINS ARB;33,91500;-84,516
KMHR;SACRAMENTO MATHER;38,55400;-121,297
KMIA;MIAMI INTERNATIONAL;25,79300;-80,291
KMIB;MINOT AFB;48,41600;-101,357
KMIV;MILLVILLE MUNI;39,36800;-75,072
KMKE;GENERAL MITCHELL INTERNATIONAL;42,94700;-87,896
KMKL;MC KELLAR SIPES RGNL;35,60000;-88,916
KMKO;DAVIS FLD;35,65700;-95,361
KMLB;MELBOURNE INTERNATIONAL;28,10300;-80,645
KMLC;MC ALESTER RGNL;34,88200;-95,783
KMLT;MILLINOCKET MUNI;45,64800;-68,686
KMLU;MONROE RGNL;32,51100;-92,037
KMMV;MC MINNVILLE MUNI;45,19400;-123,136
KMNM;MENOMINEE MARINETTE TWIN CO;45,12600;-87,638
KMOB;MOBILE RGNL;30,69100;-88,243
KMOD;MODESTO CITY CO HARRY SHAM;37,62600;-120,954
KMOT;MINOT INTERNATIONAL;48,25900;-101,28
KMPV;EDWARD F KNAPP STATE;44,20300;-72,562
KMQT;SAWYER INTERNATIONAL;46,53400;-87,562
KMSN;DANE CO RGNL TRUAX FLD;43,14000;-89,337
KMSP;MINNEAPOLIS ST PAUL INTERNATIONAL;44,88000;-93,217
KMSS;MASSENA INTERNATIONAL RICHARDS FLD;44,93600;-74,845
KMSY;LOUIS ARMSTRONG NEW ORLEANS INTERNATIONAL;29,99300;-90,258
KMTC;SELFRIDGE ANGB;42,61300;-82,832
KMUI;MUIR AAF;40,43500;-76,569
KMUO;MOUNTAIN HOME AFB;43,04300;-115,872
KMWH;GRANT CO INTERNATIONAL;47,20800;-119,32
KMWL;MINERAL WELLS;32,78100;-98,06
KMXF;MAXWELL AFB;32,37900;-86,362
KMYR;MYRTLE BEACH INTERNATIONAL;33,68000;-78,928
KNAB;;0,00000;0
KNBC;BEAUFORT MCAS;32,47700;-80,723
KNBG;NEW ORLEANS NAS JRB;29,82500;-90,035
KNBM;;0,00000;0
KNBU;;0,00000;0
KNCA;NEW RIVER MCAS;34,70800;-77,439
KNCO;;0,00000;0
KNEA;;0,00000;0
KNEL;LAKEHURST NAES;40,03300;-74,353
KNFF;;0,00000;0
KNFL;FALLON NAS;39,41600;-118,701
KNGU;NORFOLK NS;36,93800;-76,289
KNGZ;;0,00000;0
KNHK;PATUXENT RIVER NAS;38,28600;-76,412
KNID;CHINA LAKE NAWS;35,68800;-117,691
KNIP;JACKSONVILLE NAS;30,23600;-81,681
KNIR;;0,00000;0
KNJK;EL CENTRO NAF;32,82900;-115,672
KNKT;CHERRY POINT MCAS;34,90200;-76,881
KNKX;MIRAMAR MCAS;32,86800;-117,143
KNLC;LEMOORE NAS;36,33300;-119,952
KNMH;;0,00000;0
KNMM;MERIDIAN NAS;32,55200;-88,556
KNOW;PORT ANGELES CGAS;48,14100;-123,414
KNPA;PENSACOLA NAS;30,35300;-87,319
KNQA;MILLINGTON MUNI;35,35700;-89,87
KNQI;KINGSVILLE NAS;27,50700;-97,81
KNQX;KEY WEST NAS;24,57600;-81,689
KNRJ;;0,00000;0
KNSE;WHITING FLD NAS NORTH;30,72400;-87,022
KNSI;;0,00000;0
KNTD;POINT MUGU NAS;34,12000;-119,121
KNTK;TUSTIN MCAF;33,70600;-117,827
KNTU;OCEANA NAS;36,82100;-76,033
KNUQ;MOFFETT FEDERAL AFLD;37,41500;-122,048
KNUW;WHIDBEY ISLAND NAS;48,35200;-122,656
KNVF;;0,00000;0
KNXP;TWENTYNINE PALMS EAF;34,29600;-116,162
KNXX;WILLOW GROVE NAS JRB;40,20000;-75,148
KNYG;QUANTICO MCAF;38,50200;-77,305
KNZC;CECIL FLD;30,21900;-81,876
KNZW;;0,00000;0
KNZY;NORTH ISLAND NAS;32,69900;-117,215
KOAK;METROPOLITAN OAKLAND INTERNATIONAL;37,72100;-122,221
KOAR;;0,00000;0
KOFF;OFFUTT AFB;41,11800;-95,913
KOGS;OGDENSBURG INTERNATIONAL;44,68200;-75,466
KOKC;WILL ROGERS WORLD;35,39300;-97,601
KOLS;NOGALES INTERNATIONAL;31,41800;-110,848
KOMA;EPPLEY AFLD;41,30200;-95,894
KONT;ONTARIO INTERNATIONAL;34,05600;-117,601
KOPF;OPA LOCKA;25,90700;-80,278
KORD;CHICAGO OHARE INTERNATIONAL;41,97900;-87,904
KORF;NORFOLK INTERNATIONAL;36,89400;-76,201
KORL;EXECUTIVE;28,54500;-81,333
KOSC;OSCODA WURTSMITH;44,45100;-83,394
KPAE;SNOHOMISH CO;47,90600;-122,281
KPAM;TYNDALL AFB;30,07000;-85,576
KPBF;GRIDER FLD;34,17500;-91,934
KPBG;PLATTSBURGH INTERNATIONAL;44,65100;-73,468
