Entity;State;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average)
DNIPRO ACC;Ukraine;12;2020-03-19;24;38,6;2019-03-21;44;-45,45%;-23,73%
DNIPRO ACC;Ukraine;12;2020-03-20;11;31,7;2019-03-22;53;-79,25%;-36,57%
DNIPRO ACC;Ukraine;12;2020-03-21;9;27,0;2019-03-23;44;-79,55%;-46,00%
DNIPRO ACC;Ukraine;12;2020-03-22;7;21,1;2019-03-24;56;-87,50%;-58,19%
DNIPRO ACC;Ukraine;13;2020-03-23;4;15,3;2019-03-25;47;-91,49%;-70,03%
DNIPRO ACC;Ukraine;13;2020-03-24;1;11,0;2019-03-26;60;-98,33%;-78,61%
DNIPRO ACC;Ukraine;13;2020-03-25;2;8,3;2019-03-27;58;-96,55%;-83,98%
DNIPRO ACC;Ukraine;13;2020-03-26;3;5,3;2019-03-28;52;-94,23%;-90,00%
DNIPRO ACC;Ukraine;13;2020-03-27;3;4,1;2019-03-29;60;-95,00%;-92,31%
DNIPRO ACC;Ukraine;13;2020-03-28;0;2,9;2019-03-30;43;-100,00%;-94,68%
DNIPRO ACC;Ukraine;13;2020-03-29;0;1,9;2019-03-31;61;-100,00%;-96,59%
DNIPRO ACC;Ukraine;14;2020-03-30;2;1,6;2019-04-01;49;-95,92%;-97,13%
DNIPRO ACC;Ukraine;14;2020-03-31;0;1,4;2019-04-02;69;-100,00%;-97,45%
DNIPRO ACC;Ukraine;14;2020-04-01;0;1,1;2019-04-03;61;-100,00%;-97,97%
DNIPRO ACC;Ukraine;14;2020-04-02;1;0,9;2019-04-04;60;-98,33%;-98,51%
DNIPRO ACC;Ukraine;14;2020-04-03;5;1,1;2019-04-05;60;-91,67%;-98,01%
DNIPRO ACC;Ukraine;14;2020-04-04;2;1,4;2019-04-06;52;-96,15%;-97,57%
DNIPRO ACC;Ukraine;14;2020-04-05;1;1,6;2019-04-07;57;-98,25%;-97,30%
DNIPRO ACC;Ukraine;15;2020-04-06;4;1,9;2019-04-08;45;-91,11%;-96,78%
DNIPRO ACC;Ukraine;15;2020-04-07;6;2,7;2019-04-09;66;-90,91%;-95,26%
DNIPRO ACC;Ukraine;15;2020-04-08;1;2,9;2019-04-10;60;-98,33%;-95,00%
DNIPRO ACC;Ukraine;15;2020-04-09;0;2,7;2019-04-11;57;-100,00%;-95,21%
DNIPRO ACC;Ukraine;15;2020-04-10;4;2,6;2019-04-12;63;-93,65%;-95,50%
DNIPRO ACC;Ukraine;15;2020-04-11;6;3,1;2019-04-13;55;-89,09%;-94,54%
DNIPRO ACC;Ukraine;15;2020-04-12;0;3,0;2019-04-14;60;-100,00%;-94,83%
DNIPRO ACC;Ukraine;16;2020-04-13;4;3,0;2019-04-15;47;-91,49%;-94,85%
DNIPRO ACC;Ukraine;16;2020-04-14;3;2,6;2019-04-16;67;-95,52%;-95,60%
DNIPRO ACC;Ukraine;16;2020-04-15;4;3,0;2019-04-17;61;-93,44%;-94,88%
DNIPRO ACC;Ukraine;16;2020-04-16;1;3,1;2019-04-18;62;-98,39%;-94,70%
DNIPRO ACC;Ukraine;16;2020-04-17;2;2,9;2019-04-19;66;-96,97%;-95,22%
DNIPRO ACC;Ukraine;16;2020-04-18;1;2,1;2019-04-20;54;-98,15%;-96,40%
DNIPRO ACC;Ukraine;16;2020-04-19;0;2,1;2019-04-21;55;-100,00%;-96,36%
DNIPRO ACC;Ukraine;17;2020-04-20;1;1,7;2019-04-22;46;-97,83%;-97,08%
DNIPRO ACC;Ukraine;17;2020-04-21;4;1,9;2019-04-23;61;-93,44%;-96,79%
DNIPRO ACC;Ukraine;17;2020-04-22;1;1,4;2019-04-24;53;-98,11%;-97,48%
DNIPRO ACC;Ukraine;17;2020-04-23;1;1,4;2019-04-25;63;-98,41%;-97,49%
DNIPRO ACC;Ukraine;17;2020-04-24;3;1,6;2019-04-26;70;-95,71%;-97,26%
DNIPRO ACC;Ukraine;17;2020-04-25;0;1,4;2019-04-27;54;-100,00%;-97,51%
DNIPRO ACC;Ukraine;17;2020-04-26;2;1,7;2019-04-28;65;-96,92%;-97,09%
DNIPRO ACC;Ukraine;18;2020-04-27;8;2,7;2019-04-29;52;-84,62%;-95,45%
DNIPRO ACC;Ukraine;18;2020-04-28;4;2,7;2019-04-30;66;-93,94%;-95,51%
DNIPRO ACC;Ukraine;18;2020-04-29;6;3,4;2019-05-01;50;-88,00%;-94,29%
DNIPRO ACC;Ukraine;18;2020-04-30;2;3,6;2019-05-02;65;-96,92%;-94,08%
DNIPRO ACC;Ukraine;18;2020-05-01;3;3,6;2019-05-03;59;-94,92%;-93,92%
DNIPRO ACC;Ukraine;18;2020-05-02;2;3,9;2019-05-04;61;-96,72%;-93,54%
DNIPRO ACC;Ukraine;18;2020-05-03;0;3,6;2019-05-05;71;-100,00%;-94,10%
DNIPRO ACC;Ukraine;19;2020-05-04;3;2,9;2019-05-06;60;-95,00%;-95,37%
DNIPRO ACC;Ukraine;19;2020-05-05;4;2,9;2019-05-07;76;-94,74%;-95,48%
DNIPRO ACC;Ukraine;19;2020-05-06;3;2,4;2019-05-08;58;-94,83%;-96,22%
DNIPRO ACC;Ukraine;19;2020-05-07;9;3,4;2019-05-09;64;-85,94%;-94,65%
DNIPRO ACC;Ukraine;19;2020-05-08;2;3,3;2019-05-10;70;-97,14%;-95,00%
DNIPRO ACC;Ukraine;19;2020-05-09;0;3,0;2019-05-11;66;-100,00%;-95,48%
DNIPRO ACC;Ukraine;19;2020-05-10;4;3,6;2019-05-12;72;-94,44%;-94,64%
DNIPRO ACC;Ukraine;20;2020-05-11;5;3,9;2019-05-13;54;-90,74%;-94,13%
DNIPRO ACC;Ukraine;20;2020-05-12;7;4,3;2019-05-14;72;-90,28%;-93,42%
DNIPRO ACC;Ukraine;20;2020-05-13;6;4,7;2019-05-15;59;-89,83%;-92,78%
DNIPRO ACC;Ukraine;20;2020-05-14;9;4,7;2019-05-16;75;-88,00%;-92,95%
DNIPRO ACC;Ukraine;20;2020-05-15;2;4,7;2019-05-17;67;-97,01%;-92,90%
DNIPRO ACC;Ukraine;20;2020-05-16;2;5,0;2019-05-18;54;-96,30%;-92,27%
DNIPRO ACC;Ukraine;20;2020-05-17;3;4,9;2019-05-19;80;-96,25%;-92,62%
DNIPRO ACC;Ukraine;21;2020-05-18;3;4,6;2019-05-20;60;-95,00%;-93,15%
DNIPRO ACC;Ukraine;21;2020-05-19;8;4,7;2019-05-21;82;-90,24%;-93,08%
DNIPRO ACC;Ukraine;21;2020-05-20;11;5,4;2019-05-22;56;-80,36%;-91,98%
DNIPRO ACC;Ukraine;21;2020-05-21;4;4,7;2019-05-23;72;-94,44%;-92,99%
DNIPRO ACC;Ukraine;21;2020-05-22;11;6,0;2019-05-24;68;-83,82%;-91,10%
DNIPRO ACC;Ukraine;21;2020-05-23;1;5,9;2019-05-25;56;-98,21%;-91,35%
DNIPRO ACC;Ukraine;21;2020-05-24;0;5,4;2019-05-26;79;-100,00%;-91,97%
DNIPRO ACC;Ukraine;22;2020-05-25;0;5,0;2019-05-27;61;-100,00%;-92,62%
DNIPRO ACC;Ukraine;22;2020-05-26;5;4,6;2019-05-28;78;-93,59%;-93,19%
DNIPRO ACC;Ukraine;22;2020-05-27;11;4,6;2019-05-29;65;-83,08%;-93,32%
DNIPRO ACC;Ukraine;22;2020-05-28;6;4,9;2019-05-30;89;-93,26%;-93,15%
DNIPRO ACC;Ukraine;22;2020-05-29;11;4,9;2019-05-31;82;-86,59%;-93,33%
DNIPRO ACC;Ukraine;22;2020-05-30;5;5,4;2019-06-01;69;-92,75%;-92,73%
DNIPRO ACC;Ukraine;22;2020-05-31;5;6,1;2019-06-02;83;-93,98%;-91,84%
DNIPRO ACC;Ukraine;23;2020-06-01;8;7,3;2019-06-03;61;-86,89%;-90,32%
DNIPRO ACC;Ukraine;23;2020-06-02;3;7,0;2019-06-04;84;-96,43%;-90,81%
DNIPRO ACC;Ukraine;23;2020-06-03;7;6,4;2019-06-05;66;-89,39%;-91,57%
DNIPRO ACC;Ukraine;23;2020-06-04;7;6,6;2019-06-06;96;-92,71%;-91,50%
DNIPRO ACC;Ukraine;23;2020-06-05;5;5,7;2019-06-07;83;-93,98%;-92,62%
DNIPRO ACC;Ukraine;23;2020-06-06;6;5,9;2019-06-08;64;-90,63%;-92,36%
DNIPRO ACC;Ukraine;23;2020-06-07;2;5,4;2019-06-09;79;-97,47%;-92,87%
DNIPRO ACC;Ukraine;24;2020-06-08;5;5,0;2019-06-10;68;-92,65%;-93,52%
DNIPRO ACC;Ukraine;24;2020-06-09;8;5,7;2019-06-11;86;-90,70%;-92,62%
DNIPRO ACC;Ukraine;24;2020-06-10;3;5,1;2019-06-12;76;-96,05%;-93,48%
DNIPRO ACC;Ukraine;24;2020-06-11;8;5,3;2019-06-13;89;-91,01%;-93,21%
DNIPRO ACC;Ukraine;24;2020-06-12;10;6,0;2019-06-14;93;-89,25%;-92,43%
DNIPRO ACC;Ukraine;24;2020-06-13;3;5,6;2019-06-15;64;-95,31%;-92,97%
DNIPRO ACC;Ukraine;24;2020-06-14;5;6,0;2019-06-16;87;-94,25%;-92,54%
DNIPRO ACC;Ukraine;25;2020-06-15;12;7,0;2019-06-17;63;-80,95%;-91,22%
DNIPRO ACC;Ukraine;25;2020-06-16;19;8,6;2019-06-18;81;-76,54%;-89,15%
DNIPRO ACC;Ukraine;25;2020-06-17;20;11,0;2019-06-19;74;-72,97%;-86,03%
DNIPRO ACC;Ukraine;25;2020-06-18;21;12,9;2019-06-20;98;-78,57%;-83,93%
DNIPRO ACC;Ukraine;25;2020-06-19;21;14,4;2019-06-21;101;-79,21%;-82,22%
DNIPRO ACC;Ukraine;25;2020-06-20;16;16,3;2019-06-22;61;-73,77%;-79,82%
DNIPRO ACC;Ukraine;25;2020-06-21;20;18,4;2019-06-23;80;-75,00%;-76,88%
DNIPRO ACC;Ukraine;26;2020-06-22;19;19,4;2019-06-24;65;-70,77%;-75,71%
DNIPRO ACC;Ukraine;26;2020-06-23;19;19,4;2019-06-25;79;-75,95%;-75,63%
DNIPRO ACC;Ukraine;26;2020-06-24;18;19,1;2019-06-26;72;-75,00%;-75,90%
DNIPRO ACC;Ukraine;26;2020-06-25;20;19,0;2019-06-27;100;-80,00%;-76,16%
DNIPRO ACC;Ukraine;26;2020-06-26;29;20,1;2019-06-28;86;-66,28%;-74,03%
DNIPRO ACC;Ukraine;26;2020-06-27;16;20,1;2019-06-29;61;-73,77%;-74,03%
DNIPRO ACC;Ukraine;26;2020-06-28;13;19,1;2019-06-30;90;-85,56%;-75,77%
DNIPRO ACC;Ukraine;27;2020-06-29;25;20,0;2019-07-01;72;-65,28%;-75,00%
DNIPRO ACC;Ukraine;27;2020-06-30;22;20,4;2019-07-02;90;-75,56%;-74,96%
DNIPRO ACC;Ukraine;27;2020-07-01;39;23,4;2019-07-03;59;-33,90%;-70,61%
DNIPRO ACC;Ukraine;27;2020-07-02;37;25,9;2019-07-04;81;-54,32%;-66,42%
DNIPRO ACC;Ukraine;27;2020-07-03;41;27,6;2019-07-05;92;-55,43%;-64,59%
DNIPRO ACC;Ukraine;27;2020-07-04;34;30,1;2019-07-06;61;-44,26%;-61,28%
DNIPRO ACC;Ukraine;27;2020-07-05;28;32,3;2019-07-07;79;-64,56%;-57,68%
DNIPRO ACC;Ukraine;28;2020-07-06;43;34,9;2019-07-08;80;-46,25%;-54,98%
DNIPRO ACC;Ukraine;28;2020-07-07;36;36,9;2019-07-09;68;-47,06%;-50,38%
DNIPRO ACC;Ukraine;28;2020-07-08;33;36,0;2019-07-10;70;-52,86%;-52,54%
DNIPRO ACC;Ukraine;28;2020-07-09;40;36,4;2019-07-11;95;-57,89%;-53,21%
DNIPRO ACC;Ukraine;28;2020-07-10;42;36,6;2019-07-12;88;-52,27%;-52,68%
DNIPRO ACC;Ukraine;28;2020-07-11;39;37,3;2019-07-13;61;-36,07%;-51,76%
DNIPRO ACC;Ukraine;28;2020-07-12;26;37,0;2019-07-14;82;-68,29%;-52,39%
DNIPRO ACC;Ukraine;29;2020-07-13;46;37,4;2019-07-15;70;-34,29%;-50,94%
DNIPRO ACC;Ukraine;29;2020-07-14;38;37,7;2019-07-16;71;-46,48%;-50,84%
DNIPRO ACC;Ukraine;29;2020-07-15;40;38,7;2019-07-17;75;-46,67%;-50,00%
DNIPRO ACC;Ukraine;29;2020-07-16;60;41,6;2019-07-18;94;-36,17%;-46,21%
DNIPRO ACC;Ukraine;29;2020-07-17;51;42,9;2019-07-19;80;-36,25%;-43,71%
DNIPRO ACC;Ukraine;29;2020-07-18;38;42,7;2019-07-20;66;-42,42%;-44,42%
DNIPRO ACC;Ukraine;29;2020-07-19;35;44,0;2019-07-21;79;-55,70%;-42,43%
DNIPRO ACC;Ukraine;30;2020-07-20;55;45,3;2019-07-22;75;-26,67%;-41,30%
DNIPRO ACC;Ukraine;30;2020-07-21;50;47,0;2019-07-23;82;-39,02%;-40,29%
DNIPRO ACC;Ukraine;30;2020-07-22;46;47,9;2019-07-24;78;-41,03%;-39,53%
DNIPRO ACC;Ukraine;30;2020-07-23;59;47,7;2019-07-25;88;-32,95%;-39,05%
DNIPRO ACC;Ukraine;30;2020-07-24;50;47,6;2019-07-26;92;-45,65%;-40,54%
DNIPRO ACC;Ukraine;30;2020-07-25;41;48,0;2019-07-27;67;-38,81%;-40,11%
DNIPRO ACC;Ukraine;30;2020-07-26;43;49,1;2019-07-28;76;-43,42%;-38,35%
DNIPRO ACC;Ukraine;31;2020-07-27;56;49,3;2019-07-29;71;-21,13%;-37,73%
DNIPRO ACC;Ukraine;31;2020-07-28;46;48,7;2019-07-30;84;-45,24%;-38,67%
DNIPRO ACC;Ukraine;31;2020-07-29;40;47,9;2019-07-31;72;-44,44%;-39,09%
DNIPRO ACC;Ukraine;31;2020-07-30;52;46,9;2019-08-01;86;-39,53%;-40,15%
DNIPRO ACC;Ukraine;31;2020-07-31;42;45,7;2019-08-02;90;-53,33%;-41,39%
DNIPRO ACC;Ukraine;31;2020-08-01;52;47,3;2019-08-03;69;-24,64%;-39,60%
DNIPRO ACC;Ukraine;31;2020-08-02;55;49,0;2019-08-04;84;-34,52%;-38,31%
DNIPRO ACC;Ukraine;32;2020-08-03;60;49,6;2019-08-05;69;-13,04%;-37,36%
DNIPRO ACC;Ukraine;32;2020-08-04;56;51,0;2019-08-06;66;-15,15%;-33,40%
DNIPRO ACC;Ukraine;32;2020-08-05;61;54,0;2019-08-07;74;-17,57%;-29,74%
DNIPRO ACC;Ukraine;32;2020-08-06;61;55,3;2019-08-08;80;-23,75%;-27,26%
DNIPRO ACC;Ukraine;32;2020-08-07;47;56,0;2019-08-09;79;-40,51%;-24,76%
DNIPRO ACC;Ukraine;32;2020-08-08;43;54,7;2019-08-10;60;-28,33%;-25,20%
DNIPRO ACC;Ukraine;32;2020-08-09;44;53,1;2019-08-11;89;-50,56%;-28,05%
DNIPRO ACC;Ukraine;33;2020-08-10;49;51,6;2019-08-12;72;-31,94%;-30,58%
DNIPRO ACC;Ukraine;33;2020-08-11;49;50,6;2019-08-13;72;-31,94%;-32,70%
DNIPRO ACC;Ukraine;33;2020-08-12;53;49,4;2019-08-14;66;-19,70%;-33,20%
DNIPRO ACC;Ukraine;33;2020-08-13;59;49,1;2019-08-15;82;-28,05%;-33,85%
DNIPRO ACC;Ukraine;33;2020-08-14;52;49,9;2019-08-16;84;-38,10%;-33,52%
DNIPRO ACC;Ukraine;33;2020-08-15;50;50,9;2019-08-17;63;-20,63%;-32,58%
DNIPRO ACC;Ukraine;33;2020-08-16;56;52,6;2019-08-18;76;-26,32%;-28,54%
DNIPRO ACC;Ukraine;34;2020-08-17;56;53,6;2019-08-19;70;-20,00%;-26,90%
DNIPRO ACC;Ukraine;34;2020-08-18;41;52,4;2019-08-20;62;-33,87%;-27,04%
DNIPRO ACC;Ukraine;34;2020-08-19;54;52,6;2019-08-21;74;-27,03%;-27,98%
DNIPRO ACC;Ukraine;34;2020-08-20;59;52,6;2019-08-22;93;-36,56%;-29,50%
DNIPRO ACC;Ukraine;34;2020-08-21;49;52,1;2019-08-23;80;-38,75%;-29,54%
DNIPRO ACC;Ukraine;34;2020-08-22;57;53,1;2019-08-24;64;-10,94%;-28,32%
DNIPRO ACC;Ukraine;34;2020-08-23;45;51,6;2019-08-25;85;-47,06%;-31,63%
DNIPRO ACC;Ukraine;35;2020-08-24;52;51,0;2019-08-26;60;-13,33%;-31,08%
DNIPRO ACC;Ukraine;35;2020-08-25;51;52,4;2019-08-27;77;-33,77%;-31,14%
DNIPRO ACC;Ukraine;35;2020-08-26;59;53,1;2019-08-28;69;-14,49%;-29,55%
DNIPRO ACC;Ukraine;35;2020-08-27;60;53,3;2019-08-29;80;-25,00%;-27,57%
DNIPRO ACC;Ukraine;35;2020-08-28;58;54,6;2019-08-30;79;-26,58%;-25,68%
DNIPRO ACC;Ukraine;35;2020-08-29;42;52,4;2019-08-31;62;-32,26%;-28,32%
DNIPRO ACC;Ukraine;35;2020-08-30;55;53,9;2019-09-01;87;-36,78%;-26,65%
DNIPRO ACC;Ukraine;36;2020-08-31;64;55,6;2019-09-02;59;8,47%;-24,17%
DNIPRO ACC;Ukraine;36;2020-09-01;48;55,1;2019-09-03;59;-18,64%;-22,02%
DNIPRO ACC;Ukraine;36;2020-09-02;53;54,3;2019-09-04;54;-1,85%;-20,83%
DNIPRO ACC;Ukraine;36;2020-09-03;62;54,6;2019-09-05;67;-7,46%;-18,20%
DNIPRO ACC;Ukraine;36;2020-09-04;58;54,6;2019-09-06;66;-12,12%;-15,86%
DNIPRO ACC;Ukraine;36;2020-09-05;49;55,6;2019-09-07;38;28,95%;-9,53%
DNIPRO ACC;Ukraine;36;2020-09-06;58;56,0;2019-09-08;68;-14,71%;-4,62%
DNIPRO ACC;Ukraine;37;2020-09-07;62;55,7;2019-09-09;55;12,73%;-4,18%
DNIPRO ACC;Ukraine;37;2020-09-08;60;57,4;2019-09-10;56;7,14%;-0,50%
DNIPRO ACC;Ukraine;37;2020-09-09;51;57,1;2019-09-11;51;0,00%;-0,25%
DNIPRO ACC;Ukraine;37;2020-09-10;54;56,0;2019-09-12;68;-20,59%;-2,49%
DNIPRO ACC;Ukraine;37;2020-09-11;62;56,6;2019-09-13;69;-10,14%;-2,22%
DNIPRO ACC;Ukraine;37;2020-09-12;43;55,7;2019-09-14;47;-8,51%;-5,80%
DNIPRO ACC;Ukraine;37;2020-09-13;54;55,1;2019-09-15;66;-18,18%;-6,31%
DNIPRO ACC;Ukraine;38;2020-09-14;61;55,0;2019-09-16;47;29,79%;-4,70%
DNIPRO ACC;Ukraine;38;2020-09-15;52;53,9;2019-09-17;59;-11,86%;-7,37%
DNIPRO ACC;Ukraine;38;2020-09-16;52;54,0;2019-09-18;59;-11,86%;-8,92%
DNIPRO ACC;Ukraine;38;2020-09-17;59;54,7;2019-09-19;70;-15,71%;-8,15%
DNIPRO ACC;Ukraine;38;2020-09-18;60;54,4;2019-09-20;54;11,11%;-5,22%
DNIPRO ACC;Ukraine;38;2020-09-19;51;55,6;2019-09-21;47;8,51%;-3,23%
DNIPRO ACC;Ukraine;38;2020-09-20;52;55,3;2019-09-22;59;-11,86%;-2,03%
DNIPRO ACC;Ukraine;39;2020-09-21;50;53,7;2019-09-23;50;0,00%;-5,53%
DNIPRO ACC;Ukraine;39;2020-09-22;51;53,6;2019-09-24;66;-22,73%;-7,41%
DNIPRO ACC;Ukraine;39;2020-09-23;61;54,9;2019-09-25;53;15,09%;-3,76%
DNIPRO ACC;Ukraine;39;2020-09-24;47;53,1;2019-09-26;66;-28,79%;-5,82%
DNIPRO ACC;Ukraine;39;2020-09-25;63;53,6;2019-09-27;72;-12,50%;-9,20%
DNIPRO ACC;Ukraine;39;2020-09-26;51;53,6;2019-09-28;50;2,00%;-9,86%
DNIPRO ACC;Ukraine;39;2020-09-27;47;52,9;2019-09-29;62;-24,19%;-11,69%
DNIPRO ACC;Ukraine;40;2020-09-28;56;53,7;2019-09-30;55;1,82%;-11,32%
DNIPRO ACC;Ukraine;40;2020-09-29;52;53,9;2019-10-01;62;-16,13%;-10,24%
DNIPRO ACC;Ukraine;40;2020-09-30;52;52,6;2019-10-02;58;-10,34%;-13,41%
DNIPRO ACC;Ukraine;40;2020-10-01;53;53,4;2019-10-03;67;-20,90%;-12,21%
DNIPRO ACC;Ukraine;40;2020-10-02;49;51,4;2019-10-04;62;-20,97%;-13,46%
DNIPRO ACC;Ukraine;40;2020-10-03;46;50,7;2019-10-05;49;-6,12%;-14,46%
DNIPRO ACC;Ukraine;40;2020-10-04;44;50,3;2019-10-06;60;-26,67%;-14,77%
DNIPRO ACC;Ukraine;41;2020-10-05;51;49,6;2019-10-07;50;2,00%;-14,95%
DNIPRO ACC;Ukraine;41;2020-10-06;47;48,9;2019-10-08;58;-18,97%;-15,35%
DNIPRO ACC;Ukraine;41;2020-10-07;51;48,7;2019-10-09;48;6,25%;-13,45%
DNIPRO ACC;Ukraine;41;2020-10-08;51;48,4;2019-10-10;63;-19,05%;-13,08%
DNIPRO ACC;Ukraine;41;2020-10-09;52;48,9;2019-10-11;63;-17,46%;-12,53%
DNIPRO ACC;Ukraine;41;2020-10-10;36;47,4;2019-10-12;40;-10,00%;-13,09%
DNIPRO ACC;Ukraine;41;2020-10-11;43;47,3;2019-10-13;55;-21,82%;-12,20%
DNIPRO ACC;Ukraine;42;2020-10-12;51;47,3;2019-10-14;42;21,43%;-10,30%
DNIPRO ACC;Ukraine;42;2020-10-13;43;46,7;2019-10-15;60;-28,33%;-11,86%
DNIPRO ACC;Ukraine;42;2020-10-14;46;46,0;2019-10-16;57;-19,30%;-15,26%
DNIPRO ACC;Ukraine;42;2020-10-15;45;45,1;2019-10-17;61;-26,23%;-16,40%
DNIPRO ACC;Ukraine;42;2020-10-16;62;46,6;2019-10-18;69;-10,14%;-15,10%
DNIPRO ACC;Ukraine;42;2020-10-17;40;47,1;2019-10-19;49;-18,37%;-16,03%
DNIPRO ACC;Ukraine;42;2020-10-18;53;48,6;2019-10-20;59;-10,17%;-14,36%
DNIPRO ACC;Ukraine;43;2020-10-19;43;47,4;2019-10-21;50;-14,00%;-18,02%
DNIPRO ACC;Ukraine;43;2020-10-20;37;46,6;2019-10-22;69;-46,38%;-21,26%
DNIPRO ACC;Ukraine;43;2020-10-21;40;45,7;2019-10-23;52;-23,08%;-21,76%
DNIPRO ACC;Ukraine;43;2020-10-22;50;46,4;2019-10-24;69;-27,54%;-22,06%
DNIPRO ACC;Ukraine;43;2020-10-23;46;44,1;2019-10-25;71;-35,21%;-26,25%
DNIPRO ACC;Ukraine;43;2020-10-24;43;44,6;2019-10-26;44;-2,27%;-24,64%
DNIPRO ACC;Ukraine;43;2020-10-25;56;45,0;2019-10-27;80;-30,00%;-27,59%
DNIPRO ACC;Ukraine;44;2020-10-26;34;43,7;2019-10-28;73;-53,42%;-33,19%
DNIPRO ACC;Ukraine;44;2020-10-27;43;44,6;2019-10-29;75;-42,67%;-32,76%
DNIPRO ACC;Ukraine;44;2020-10-28;43;45,0;2019-10-30;69;-37,68%;-34,51%
DNIPRO ACC;Ukraine;44;2020-10-29;49;44,9;2019-10-31;65;-24,62%;-34,17%
DNIPRO ACC;Ukraine;44;2020-10-30;37;43,6;2019-11-01;77;-51,95%;-36,85%
DNIPRO ACC;Ukraine;44;2020-10-31;33;42,1;2019-11-02;47;-29,79%;-39,30%
DNIPRO ACC;Ukraine;44;2020-11-01;45;40,6;2019-11-03;70;-35,71%;-40,34%
DNIPRO ACC;Ukraine;45;2020-11-02;26;39,4;2019-11-04;61;-57,38%;-40,52%
DNIPRO ACC;Ukraine;45;2020-11-03;38;38,7;2019-11-05;58;-34,48%;-39,37%
DNIPRO ACC;Ukraine;45;2020-11-04;31;37,0;2019-11-06;74;-58,11%;-42,70%
DNIPRO ACC;Ukraine;45;2020-11-05;42;36,0;2019-11-07;70;-40,00%;-44,86%
DNIPRO ACC;Ukraine;45;2020-11-06;36;35,9;2019-11-08;64;-43,75%;-43,47%
DNIPRO ACC;Ukraine;45;2020-11-07;37;36,4;2019-11-09;46;-19,57%;-42,44%
DNIPRO ACC;Ukraine;45;2020-11-08;45;36,4;2019-11-10;71;-36,62%;-42,57%
DNIPRO ACC;Ukraine;46;2020-11-09;31;37,1;2019-11-11;60;-48,33%;-41,31%
DNIPRO ACC;Ukraine;46;2020-11-10;29;35,9;2019-11-12;68;-57,35%;-44,59%
DNIPRO ACC;Ukraine;46;2020-11-11;28;35,4;2019-11-13;73;-61,64%;-45,13%
DNIPRO ACC;Ukraine;46;2020-11-12;34;34,3;2019-11-14;64;-46,88%;-46,19%
DNIPRO ACC;Ukraine;46;2020-11-13;30;33,4;2019-11-15;71;-57,75%;-48,34%
DNIPRO ACC;Ukraine;46;2020-11-14;26;31,9;2019-11-16;61;-57,38%;-52,35%
DNIPRO ACC;Ukraine;46;2020-11-15;37;30,7;2019-11-17;68;-45,59%;-53,76%
DNIPRO ACC;Ukraine;47;2020-11-16;33;31,0;2019-11-18;49;-32,65%;-52,20%
DNIPRO ACC;Ukraine;47;2020-11-17;27;30,7;2019-11-19;57;-52,63%;-51,47%
DNIPRO ACC;Ukraine;47;2020-11-18;32;31,3;2019-11-20;67;-52,24%;-49,89%
DNIPRO ACC;Ukraine;47;2020-11-19;33;31,1;2019-11-21;69;-52,17%;-50,68%
DNIPRO ACC;Ukraine;47;2020-11-20;35;31,9;2019-11-22;66;-46,97%;-48,97%
DNIPRO ACC;Ukraine;47;2020-11-21;24;31,6;2019-11-23;53;-54,72%;-48,48%
DNIPRO ACC;Ukraine;47;2020-11-22;31;30,7;2019-11-24;65;-52,31%;-49,53%
DNIPRO ACC;Ukraine;48;2020-11-23;22;29,1;2019-11-25;60;-63,33%;-53,32%
DNIPRO ACC;Ukraine;48;2020-11-24;28;29,3;2019-11-26;56;-50,00%;-52,98%
DNIPRO ACC;Ukraine;48;2020-11-25;35;29,7;2019-11-27;76;-53,95%;-53,26%
DNIPRO ACC;Ukraine;48;2020-11-26;41;30,9;2019-11-28;57;-28,07%;-50,12%
DNIPRO ACC;Ukraine;48;2020-11-27;26;29,6;2019-11-29;62;-58,06%;-51,75%
DNIPRO ACC;Ukraine;48;2020-11-28;19;28,9;2019-11-30;51;-62,75%;-52,69%
DNIPRO ACC;Ukraine;48;2020-11-29;40;30,1;2019-12-01;65;-38,46%;-50,59%
DNIPRO ACC;Ukraine;49;2020-11-30;29;31,1;2019-12-02;61;-52,46%;-49,07%
DNIPRO ACC;Ukraine;49;2020-12-01;29;31,3;2019-12-03;69;-57,97%;-50,34%
DNIPRO ACC;Ukraine;49;2020-12-02;46;32,9;2019-12-04;70;-34,29%;-47,13%
DNIPRO ACC;Ukraine;49;2020-12-03;35;32,0;2019-12-05;70;-50,00%;-50,00%
DNIPRO ACC;Ukraine;49;2020-12-04;33;33,0;2019-12-06;78;-57,69%;-50,22%
DNIPRO ACC;Ukraine;49;2020-12-05;19;33,0;2019-12-07;53;-64,15%;-50,43%
DNIPRO ACC;Ukraine;49;2020-12-06;34;32,1;2019-12-08;61;-44,26%;-51,30%
DNIPRO ACC;Ukraine;50;2020-12-07;29;32,1;2019-12-09;43;-32,56%;-49,32%
DNIPRO ACC;Ukraine;50;2020-12-08;26;31,7;2019-12-10;24;8,33%;-44,36%
DNIPRO ACC;Ukraine;50;2020-12-09;31;29,6;2019-12-11;46;-32,61%;-44,80%
DNIPRO ACC;Ukraine;50;2020-12-10;37;29,9;2019-12-12;59;-37,29%;-42,58%
DNIPRO ACC;Ukraine;50;2020-12-11;37;30,4;2019-12-13;69;-46,38%;-40,00%
