Entity;State;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average)
MUENCHEN ACC;Germany;19;2020-05-06;520;413,0;2019-05-08;3576;-85,46%;-87,94%
MUENCHEN ACC;Germany;19;2020-05-07;550;418,6;2019-05-09;3549;-84,50%;-87,80%
MUENCHEN ACC;Germany;19;2020-05-08;546;445,9;2019-05-10;3701;-85,25%;-87,07%
MUENCHEN ACC;Germany;19;2020-05-09;325;456,7;2019-05-11;3041;-89,31%;-86,78%
MUENCHEN ACC;Germany;19;2020-05-10;323;454,0;2019-05-12;3297;-90,20%;-86,89%
MUENCHEN ACC;Germany;20;2020-05-11;439;459,4;2019-05-13;3610;-87,84%;-86,77%
MUENCHEN ACC;Germany;20;2020-05-12;537;462,9;2019-05-14;3522;-84,75%;-86,66%
MUENCHEN ACC;Germany;20;2020-05-13;582;471,7;2019-05-15;3568;-83,69%;-86,40%
MUENCHEN ACC;Germany;20;2020-05-14;593;477,9;2019-05-16;3741;-84,15%;-86,34%
MUENCHEN ACC;Germany;20;2020-05-15;586;483,6;2019-05-17;3721;-84,25%;-86,18%
MUENCHEN ACC;Germany;20;2020-05-16;336;485,1;2019-05-18;3092;-89,13%;-86,17%
MUENCHEN ACC;Germany;20;2020-05-17;378;493,0;2019-05-19;3203;-88,20%;-85,89%
MUENCHEN ACC;Germany;21;2020-05-18;514;503,7;2019-05-20;3384;-84,81%;-85,45%
MUENCHEN ACC;Germany;21;2020-05-19;547;505,1;2019-05-21;3408;-83,95%;-85,34%
MUENCHEN ACC;Germany;21;2020-05-20;671;517,9;2019-05-22;3600;-81,36%;-84,99%
MUENCHEN ACC;Germany;21;2020-05-21;529;508,7;2019-05-23;3742;-85,86%;-85,25%
MUENCHEN ACC;Germany;21;2020-05-22;508;497,6;2019-05-24;3798;-86,62%;-85,62%
MUENCHEN ACC;Germany;21;2020-05-23;339;498,0;2019-05-25;3227;-89,49%;-85,69%
MUENCHEN ACC;Germany;21;2020-05-24;422;504,3;2019-05-26;3381;-87,52%;-85,62%
MUENCHEN ACC;Germany;22;2020-05-25;505;503,0;2019-05-27;3705;-86,37%;-85,84%
MUENCHEN ACC;Germany;22;2020-05-26;605;511,3;2019-05-28;3578;-83,09%;-85,70%
MUENCHEN ACC;Germany;22;2020-05-27;646;507,7;2019-05-29;3778;-82,90%;-85,90%
MUENCHEN ACC;Germany;22;2020-05-28;702;532,4;2019-05-30;3424;-79,50%;-85,03%
MUENCHEN ACC;Germany;22;2020-05-29;666;555,0;2019-05-31;3431;-80,59%;-84,16%
MUENCHEN ACC;Germany;22;2020-05-30;399;563,6;2019-06-01;3149;-87,33%;-83,86%
MUENCHEN ACC;Germany;22;2020-05-31;380;557,6;2019-06-02;3502;-89,15%;-84,11%
MUENCHEN ACC;Germany;23;2020-06-01;516;559,1;2019-06-03;3660;-85,90%;-84,04%
MUENCHEN ACC;Germany;23;2020-06-02;627;562,3;2019-06-04;3704;-83,07%;-84,03%
MUENCHEN ACC;Germany;23;2020-06-03;669;565,6;2019-06-05;3837;-82,56%;-83,98%
MUENCHEN ACC;Germany;23;2020-06-04;675;561,7;2019-06-06;3746;-81,98%;-84,29%
MUENCHEN ACC;Germany;23;2020-06-05;671;562,4;2019-06-07;4046;-83,42%;-84,65%
MUENCHEN ACC;Germany;23;2020-06-06;416;564,9;2019-06-08;3296;-87,38%;-84,67%
MUENCHEN ACC;Germany;23;2020-06-07;454;575,4;2019-06-09;3301;-86,25%;-84,26%
MUENCHEN ACC;Germany;24;2020-06-08;626;591,1;2019-06-10;3455;-81,88%;-83,70%
MUENCHEN ACC;Germany;24;2020-06-09;630;591,6;2019-06-11;3686;-82,91%;-83,68%
MUENCHEN ACC;Germany;24;2020-06-10;742;602,0;2019-06-12;3801;-80,48%;-83,36%
MUENCHEN ACC;Germany;24;2020-06-11;675;602,0;2019-06-13;3918;-82,77%;-83,48%
MUENCHEN ACC;Germany;24;2020-06-12;744;612,4;2019-06-14;3864;-80,75%;-83,07%
MUENCHEN ACC;Germany;24;2020-06-13;484;622,1;2019-06-15;3317;-85,41%;-82,82%
MUENCHEN ACC;Germany;24;2020-06-14;539;634,3;2019-06-16;3457;-84,41%;-82,59%
MUENCHEN ACC;Germany;25;2020-06-15;873;669,6;2019-06-17;3798;-77,01%;-81,86%
MUENCHEN ACC;Germany;25;2020-06-16;894;707,3;2019-06-18;3728;-76,02%;-80,87%
MUENCHEN ACC;Germany;25;2020-06-17;950;737,0;2019-06-19;3829;-75,19%;-80,09%
MUENCHEN ACC;Germany;25;2020-06-18;946;775,7;2019-06-20;3485;-72,86%;-78,69%
MUENCHEN ACC;Germany;25;2020-06-19;986;810,3;2019-06-21;3650;-72,99%;-77,55%
MUENCHEN ACC;Germany;25;2020-06-20;625;830,4;2019-06-22;3114;-79,93%;-76,80%
MUENCHEN ACC;Germany;25;2020-06-21;736;858,6;2019-06-23;3519;-79,08%;-76,08%
MUENCHEN ACC;Germany;26;2020-06-22;936;867,6;2019-06-24;3858;-75,74%;-75,88%
MUENCHEN ACC;Germany;26;2020-06-23;949;875,4;2019-06-25;3758;-74,75%;-75,70%
MUENCHEN ACC;Germany;26;2020-06-24;1036;887,7;2019-06-26;3927;-73,62%;-75,45%
MUENCHEN ACC;Germany;26;2020-06-25;1052;902,9;2019-06-27;3958;-73,42%;-75,49%
MUENCHEN ACC;Germany;26;2020-06-26;1080;916,3;2019-06-28;3963;-72,75%;-75,42%
MUENCHEN ACC;Germany;26;2020-06-27;720;929,9;2019-06-29;3380;-78,70%;-75,31%
MUENCHEN ACC;Germany;26;2020-06-28;808;940,1;2019-06-30;3548;-77,23%;-75,06%
MUENCHEN ACC;Germany;27;2020-06-29;976;945,9;2019-07-01;3613;-72,99%;-74,68%
MUENCHEN ACC;Germany;27;2020-06-30;1013;955,0;2019-07-02;3706;-72,67%;-74,38%
MUENCHEN ACC;Germany;27;2020-07-01;1372;1003,0;2019-07-03;3848;-64,35%;-73,01%
MUENCHEN ACC;Germany;27;2020-07-02;1316;1040,7;2019-07-04;3959;-66,76%;-72,00%
MUENCHEN ACC;Germany;27;2020-07-03;1376;1083,0;2019-07-05;3959;-65,24%;-70,86%
MUENCHEN ACC;Germany;27;2020-07-04;1052;1130,4;2019-07-06;3378;-68,86%;-69,58%
MUENCHEN ACC;Germany;27;2020-07-05;1189;1184,9;2019-07-07;3443;-65,47%;-67,98%
MUENCHEN ACC;Germany;28;2020-07-06;1268;1226,6;2019-07-08;3821;-66,81%;-67,12%
MUENCHEN ACC;Germany;28;2020-07-07;1211;1254,9;2019-07-09;3805;-68,17%;-66,49%
MUENCHEN ACC;Germany;28;2020-07-08;1423;1262,1;2019-07-10;3848;-63,02%;-66,30%
MUENCHEN ACC;Germany;28;2020-07-09;1299;1259,7;2019-07-11;3879;-66,51%;-66,26%
MUENCHEN ACC;Germany;28;2020-07-10;1427;1267,0;2019-07-12;3738;-61,82%;-65,77%
MUENCHEN ACC;Germany;28;2020-07-11;1056;1267,6;2019-07-13;3323;-68,22%;-65,68%
MUENCHEN ACC;Germany;28;2020-07-12;1251;1276,4;2019-07-14;3517;-64,43%;-65,54%
MUENCHEN ACC;Germany;29;2020-07-13;1290;1279,6;2019-07-15;3747;-65,57%;-65,36%
MUENCHEN ACC;Germany;29;2020-07-14;1243;1284,1;2019-07-16;3759;-66,93%;-65,17%
MUENCHEN ACC;Germany;29;2020-07-15;1396;1280,3;2019-07-17;3737;-62,64%;-65,13%
MUENCHEN ACC;Germany;29;2020-07-16;1473;1305,1;2019-07-18;3711;-60,31%;-64,22%
MUENCHEN ACC;Germany;29;2020-07-17;1569;1325,4;2019-07-19;3773;-58,42%;-63,71%
MUENCHEN ACC;Germany;29;2020-07-18;1208;1347,1;2019-07-20;3285;-63,23%;-63,06%
MUENCHEN ACC;Germany;29;2020-07-19;1252;1347,3;2019-07-21;3371;-62,86%;-62,85%
MUENCHEN ACC;Germany;30;2020-07-20;1391;1361,7;2019-07-22;3716;-62,57%;-62,40%
MUENCHEN ACC;Germany;30;2020-07-21;1273;1366,0;2019-07-23;3658;-65,20%;-62,13%
MUENCHEN ACC;Germany;30;2020-07-22;1419;1369,3;2019-07-24;3750;-62,16%;-62,06%
MUENCHEN ACC;Germany;30;2020-07-23;1439;1364,4;2019-07-25;3716;-61,28%;-62,20%
MUENCHEN ACC;Germany;30;2020-07-24;1564;1363,7;2019-07-26;3689;-57,60%;-62,10%
MUENCHEN ACC;Germany;30;2020-07-25;1283;1374,4;2019-07-27;3221;-60,17%;-61,70%
MUENCHEN ACC;Germany;30;2020-07-26;1272;1377,3;2019-07-28;3441;-63,03%;-61,73%
MUENCHEN ACC;Germany;31;2020-07-27;1332;1368,9;2019-07-29;3662;-63,63%;-61,88%
MUENCHEN ACC;Germany;31;2020-07-28;1279;1369,7;2019-07-30;3630;-64,77%;-61,81%
MUENCHEN ACC;Germany;31;2020-07-29;1448;1373,9;2019-07-31;3647;-60,30%;-61,54%
MUENCHEN ACC;Germany;31;2020-07-30;1479;1379,6;2019-08-01;3626;-59,21%;-61,24%
MUENCHEN ACC;Germany;31;2020-07-31;1585;1382,6;2019-08-02;3574;-55,65%;-60,98%
MUENCHEN ACC;Germany;31;2020-08-01;1445;1405,7;2019-08-03;3219;-55,11%;-60,32%
MUENCHEN ACC;Germany;31;2020-08-02;1445;1430,4;2019-08-04;3422;-57,77%;-59,59%
MUENCHEN ACC;Germany;32;2020-08-03;1421;1443,1;2019-08-05;3601;-60,54%;-59,13%
MUENCHEN ACC;Germany;32;2020-08-04;1367;1455,7;2019-08-06;3543;-61,42%;-58,63%
MUENCHEN ACC;Germany;32;2020-08-05;1551;1470,4;2019-08-07;3530;-56,06%;-58,01%
MUENCHEN ACC;Germany;32;2020-08-06;1497;1473,0;2019-08-08;3669;-59,20%;-58,01%
MUENCHEN ACC;Germany;32;2020-08-07;1690;1488,0;2019-08-09;3726;-54,64%;-57,85%
MUENCHEN ACC;Germany;32;2020-08-08;1417;1484,0;2019-08-10;3298;-57,03%;-58,09%
MUENCHEN ACC;Germany;32;2020-08-09;1460;1486,1;2019-08-11;3463;-57,84%;-58,10%
MUENCHEN ACC;Germany;33;2020-08-10;1439;1488,7;2019-08-12;3558;-59,56%;-57,96%
MUENCHEN ACC;Germany;33;2020-08-11;1331;1483,6;2019-08-13;3517;-62,16%;-58,06%
MUENCHEN ACC;Germany;33;2020-08-12;1459;1470,4;2019-08-14;3596;-59,43%;-58,54%
MUENCHEN ACC;Germany;33;2020-08-13;1437;1461,9;2019-08-15;3492;-58,85%;-58,49%
MUENCHEN ACC;Germany;33;2020-08-14;1596;1448,4;2019-08-16;3698;-56,84%;-58,82%
MUENCHEN ACC;Germany;33;2020-08-15;1449;1453,0;2019-08-17;3316;-56,30%;-58,72%
MUENCHEN ACC;Germany;33;2020-08-16;1504;1459,3;2019-08-18;3524;-57,32%;-58,65%
MUENCHEN ACC;Germany;34;2020-08-17;1390;1452,3;2019-08-19;3607;-61,46%;-58,93%
MUENCHEN ACC;Germany;34;2020-08-18;1312;1449,6;2019-08-20;3530;-62,83%;-59,02%
MUENCHEN ACC;Germany;34;2020-08-19;1528;1459,4;2019-08-21;3610;-57,67%;-58,77%
MUENCHEN ACC;Germany;34;2020-08-20;1532;1473,0;2019-08-22;3670;-58,26%;-58,68%
MUENCHEN ACC;Germany;34;2020-08-21;1720;1490,7;2019-08-23;3749;-54,12%;-58,27%
MUENCHEN ACC;Germany;34;2020-08-22;1348;1476,3;2019-08-24;3204;-57,93%;-58,49%
MUENCHEN ACC;Germany;34;2020-08-23;1491;1474,4;2019-08-25;3374;-55,81%;-58,29%
MUENCHEN ACC;Germany;35;2020-08-24;1444;1482,1;2019-08-26;3678;-60,74%;-58,19%
MUENCHEN ACC;Germany;35;2020-08-25;1434;1499,6;2019-08-27;3524;-59,31%;-57,69%
MUENCHEN ACC;Germany;35;2020-08-26;1469;1491,1;2019-08-28;3797;-61,31%;-58,24%
MUENCHEN ACC;Germany;35;2020-08-27;1563;1495,6;2019-08-29;3765;-58,49%;-58,28%
MUENCHEN ACC;Germany;35;2020-08-28;1667;1488,0;2019-08-30;3891;-57,16%;-58,72%
MUENCHEN ACC;Germany;35;2020-08-29;1360;1489,7;2019-08-31;3375;-59,70%;-58,95%
MUENCHEN ACC;Germany;35;2020-08-30;1407;1477,7;2019-09-01;3484;-59,62%;-59,46%
MUENCHEN ACC;Germany;36;2020-08-31;1594;1499,1;2019-09-02;3739;-57,37%;-58,97%
MUENCHEN ACC;Germany;36;2020-09-01;1431;1498,7;2019-09-03;3806;-62,40%;-59,43%
MUENCHEN ACC;Germany;36;2020-09-02;1588;1515,7;2019-09-04;3881;-59,08%;-59,10%
MUENCHEN ACC;Germany;36;2020-09-03;1629;1525,1;2019-09-05;3925;-58,50%;-59,10%
MUENCHEN ACC;Germany;36;2020-09-04;1826;1547,9;2019-09-06;3980;-54,12%;-58,63%
MUENCHEN ACC;Germany;36;2020-09-05;1442;1559,6;2019-09-07;3331;-56,71%;-58,25%
MUENCHEN ACC;Germany;36;2020-09-06;1501;1573,0;2019-09-08;3504;-57,16%;-57,92%
MUENCHEN ACC;Germany;37;2020-09-07;1580;1571,0;2019-09-09;3807;-58,50%;-58,08%
MUENCHEN ACC;Germany;37;2020-09-08;1483;1578,4;2019-09-10;3851;-61,49%;-57,96%
MUENCHEN ACC;Germany;37;2020-09-09;1595;1579,4;2019-09-11;3966;-59,78%;-58,06%
MUENCHEN ACC;Germany;37;2020-09-10;1615;1577,4;2019-09-12;3943;-59,04%;-58,15%
MUENCHEN ACC;Germany;37;2020-09-11;1772;1569,7;2019-09-13;4059;-56,34%;-58,47%
MUENCHEN ACC;Germany;37;2020-09-12;1399;1563,6;2019-09-14;3344;-58,16%;-58,66%
MUENCHEN ACC;Germany;37;2020-09-13;1536;1568,6;2019-09-15;3599;-57,32%;-58,67%
MUENCHEN ACC;Germany;38;2020-09-14;1532;1561,7;2019-09-16;3825;-59,95%;-58,88%
MUENCHEN ACC;Germany;38;2020-09-15;1440;1555,6;2019-09-17;3766;-61,76%;-58,91%
MUENCHEN ACC;Germany;38;2020-09-16;1562;1550,9;2019-09-18;3947;-60,43%;-59,01%
MUENCHEN ACC;Germany;38;2020-09-17;1554;1542,1;2019-09-19;3940;-60,56%;-59,23%
MUENCHEN ACC;Germany;38;2020-09-18;1768;1541,6;2019-09-20;3973;-55,50%;-59,12%
MUENCHEN ACC;Germany;38;2020-09-19;1306;1528,3;2019-09-21;3362;-61,15%;-59,50%
MUENCHEN ACC;Germany;38;2020-09-20;1470;1518,9;2019-09-22;3555;-58,65%;-59,68%
MUENCHEN ACC;Germany;39;2020-09-21;1500;1514,3;2019-09-23;3799;-60,52%;-59,76%
MUENCHEN ACC;Germany;39;2020-09-22;1405;1509,3;2019-09-24;3766;-62,69%;-59,89%
MUENCHEN ACC;Germany;39;2020-09-23;1502;1500,7;2019-09-25;3879;-61,28%;-60,02%
MUENCHEN ACC;Germany;39;2020-09-24;1509;1494,3;2019-09-26;3919;-61,50%;-60,16%
MUENCHEN ACC;Germany;39;2020-09-25;1669;1480,1;2019-09-27;4002;-58,30%;-60,58%
MUENCHEN ACC;Germany;39;2020-09-26;1253;1472,6;2019-09-28;3386;-62,99%;-60,82%
MUENCHEN ACC;Germany;39;2020-09-27;1400;1462,6;2019-09-29;3566;-60,74%;-61,10%
MUENCHEN ACC;Germany;40;2020-09-28;1427;1452,1;2019-09-30;3777;-62,22%;-61,34%
MUENCHEN ACC;Germany;40;2020-09-29;1378;1448,3;2019-10-01;3704;-62,80%;-61,35%
MUENCHEN ACC;Germany;40;2020-09-30;1519;1450,7;2019-10-02;3789;-59,91%;-61,16%
MUENCHEN ACC;Germany;40;2020-10-01;1516;1451,7;2019-10-03;3682;-58,83%;-60,77%
MUENCHEN ACC;Germany;40;2020-10-02;1606;1442,7;2019-10-04;3723;-56,86%;-60,59%
MUENCHEN ACC;Germany;40;2020-10-03;1218;1437,7;2019-10-05;3277;-62,83%;-60,56%
MUENCHEN ACC;Germany;40;2020-10-04;1396;1437,1;2019-10-06;3546;-60,63%;-60,55%
MUENCHEN ACC;Germany;41;2020-10-05;1330;1423,3;2019-10-07;3891;-65,82%;-61,10%
MUENCHEN ACC;Germany;41;2020-10-06;1244;1404,1;2019-10-08;3730;-66,65%;-61,66%
MUENCHEN ACC;Germany;41;2020-10-07;1458;1395,4;2019-10-09;3806;-61,69%;-61,93%
MUENCHEN ACC;Germany;41;2020-10-08;1445;1385,3;2019-10-10;3826;-62,23%;-62,41%
MUENCHEN ACC;Germany;41;2020-10-09;1573;1380,6;2019-10-11;3975;-60,43%;-62,90%
MUENCHEN ACC;Germany;41;2020-10-10;1227;1381,9;2019-10-12;3302;-62,84%;-62,90%
MUENCHEN ACC;Germany;41;2020-10-11;1321;1371,1;2019-10-13;3473;-61,96%;-63,09%
MUENCHEN ACC;Germany;42;2020-10-12;1358;1375,1;2019-10-14;3756;-63,84%;-62,79%
MUENCHEN ACC;Germany;42;2020-10-13;1173;1365,0;2019-10-15;3578;-67,22%;-62,84%
MUENCHEN ACC;Germany;42;2020-10-14;1372;1352,7;2019-10-16;3768;-63,59%;-63,12%
MUENCHEN ACC;Germany;42;2020-10-15;1308;1333,1;2019-10-17;3806;-65,63%;-63,63%
MUENCHEN ACC;Germany;42;2020-10-16;1576;1333,6;2019-10-18;3869;-59,27%;-63,47%
MUENCHEN ACC;Germany;42;2020-10-17;1207;1330,7;2019-10-19;3215;-62,46%;-63,42%
MUENCHEN ACC;Germany;42;2020-10-18;1306;1328,6;2019-10-20;3341;-60,91%;-63,29%
MUENCHEN ACC;Germany;43;2020-10-19;1286;1318,3;2019-10-21;3761;-65,81%;-63,58%
MUENCHEN ACC;Germany;43;2020-10-20;1207;1323,1;2019-10-22;3623;-66,69%;-63,51%
MUENCHEN ACC;Germany;43;2020-10-21;1334;1317,7;2019-10-23;3712;-64,06%;-63,58%
MUENCHEN ACC;Germany;43;2020-10-22;1376;1327,4;2019-10-24;3803;-63,82%;-63,31%
MUENCHEN ACC;Germany;43;2020-10-23;1519;1319,3;2019-10-25;3848;-60,52%;-63,50%
MUENCHEN ACC;Germany;43;2020-10-24;1207;1319,3;2019-10-26;3222;-62,54%;-63,51%
MUENCHEN ACC;Germany;43;2020-10-25;1213;1306,0;2019-10-27;3136;-61,32%;-63,58%
MUENCHEN ACC;Germany;44;2020-10-26;1185;1291,6;2019-10-28;3339;-64,51%;-63,37%
MUENCHEN ACC;Germany;44;2020-10-27;1117;1278,7;2019-10-29;3168;-64,74%;-63,06%
MUENCHEN ACC;Germany;44;2020-10-28;1250;1266,7;2019-10-30;3285;-61,95%;-62,75%
MUENCHEN ACC;Germany;44;2020-10-29;1289;1254,3;2019-10-31;3326;-61,24%;-62,36%
MUENCHEN ACC;Germany;44;2020-10-30;1433;1242,0;2019-11-01;3155;-54,58%;-61,58%
MUENCHEN ACC;Germany;44;2020-10-31;1128;1230,7;2019-11-02;2646;-57,37%;-60,94%
MUENCHEN ACC;Germany;44;2020-11-01;1223;1232,1;2019-11-03;3037;-59,73%;-60,72%
MUENCHEN ACC;Germany;45;2020-11-02;1146;1226,6;2019-11-04;3287;-65,14%;-60,80%
MUENCHEN ACC;Germany;45;2020-11-03;982;1207,3;2019-11-05;3027;-67,56%;-61,17%
MUENCHEN ACC;Germany;45;2020-11-04;1072;1181,9;2019-11-06;3103;-65,45%;-61,67%
MUENCHEN ACC;Germany;45;2020-11-05;1113;1156,7;2019-11-07;2852;-60,97%;-61,64%
MUENCHEN ACC;Germany;45;2020-11-06;1258;1131,7;2019-11-08;2823;-55,44%;-61,87%
MUENCHEN ACC;Germany;45;2020-11-07;895;1098,4;2019-11-09;2399;-62,69%;-62,54%
MUENCHEN ACC;Germany;45;2020-11-08;1030;1070,9;2019-11-10;2872;-64,14%;-63,19%
MUENCHEN ACC;Germany;46;2020-11-09;897;1035,3;2019-11-11;3131;-71,35%;-64,14%
MUENCHEN ACC;Germany;46;2020-11-10;859;1017,7;2019-11-12;3019;-71,55%;-64,73%
MUENCHEN ACC;Germany;46;2020-11-11;965;1002,4;2019-11-13;3011;-67,95%;-65,10%
MUENCHEN ACC;Germany;46;2020-11-12;968;981,7;2019-11-14;3163;-69,40%;-66,34%
MUENCHEN ACC;Germany;46;2020-11-13;1090;957,7;2019-11-15;3297;-66,94%;-67,91%
MUENCHEN ACC;Germany;46;2020-11-14;751;937,1;2019-11-16;2396;-68,66%;-68,60%
MUENCHEN ACC;Germany;46;2020-11-15;860;912,9;2019-11-17;2717;-68,35%;-69,18%
MUENCHEN ACC;Germany;47;2020-11-16;895;912,6;2019-11-18;3090;-71,04%;-69,13%
MUENCHEN ACC;Germany;47;2020-11-17;818;906,7;2019-11-19;2919;-71,98%;-69,18%
MUENCHEN ACC;Germany;47;2020-11-18;975;908,1;2019-11-20;3007;-67,58%;-69,12%
MUENCHEN ACC;Germany;47;2020-11-19;933;903,1;2019-11-21;3125;-70,14%;-69,24%
MUENCHEN ACC;Germany;47;2020-11-20;1003;890,7;2019-11-22;3298;-69,59%;-69,66%
MUENCHEN ACC;Germany;47;2020-11-21;622;872,3;2019-11-23;2418;-74,28%;-70,32%
MUENCHEN ACC;Germany;47;2020-11-22;763;858,4;2019-11-24;2783;-72,58%;-70,89%
MUENCHEN ACC;Germany;48;2020-11-23;770;840,6;2019-11-25;2934;-73,76%;-71,28%
MUENCHEN ACC;Germany;48;2020-11-24;735;828,7;2019-11-26;2942;-75,02%;-71,71%
MUENCHEN ACC;Germany;48;2020-11-25;870;813,7;2019-11-27;2998;-70,98%;-72,21%
MUENCHEN ACC;Germany;48;2020-11-26;852;802,1;2019-11-28;3092;-72,45%;-72,56%
MUENCHEN ACC;Germany;48;2020-11-27;1012;803,4;2019-11-29;3221;-68,58%;-72,42%
MUENCHEN ACC;Germany;48;2020-11-28;620;803,1;2019-11-30;2422;-74,40%;-72,43%
MUENCHEN ACC;Germany;48;2020-11-29;729;798,3;2019-12-01;2730;-73,30%;-72,53%
MUENCHEN ACC;Germany;49;2020-11-30;872;812,9;2019-12-02;3057;-71,48%;-72,19%
MUENCHEN ACC;Germany;49;2020-12-01;770;817,9;2019-12-03;2914;-73,58%;-71,98%
MUENCHEN ACC;Germany;49;2020-12-02;941;828,0;2019-12-04;3042;-69,07%;-71,70%
MUENCHEN ACC;Germany;49;2020-12-03;927;838,7;2019-12-05;3179;-70,84%;-71,45%
MUENCHEN ACC;Germany;49;2020-12-04;1019;839,7;2019-12-06;3319;-69,30%;-71,55%
MUENCHEN ACC;Germany;49;2020-12-05;632;841,4;2019-12-07;2431;-74,00%;-71,51%
MUENCHEN ACC;Germany;49;2020-12-06;677;834,0;2019-12-08;2794;-75,77%;-71,85%
MUENCHEN ACC;Germany;50;2020-12-07;864;832,9;2019-12-09;3123;-72,33%;-71,97%
MUENCHEN ACC;Germany;50;2020-12-08;824;840,6;2019-12-10;3029;-72,80%;-71,87%
MUENCHEN ACC;Germany;50;2020-12-09;923;838,0;2019-12-11;3112;-70,34%;-72,05%
MUENCHEN ACC;Germany;50;2020-12-10;952;841,6;2019-12-12;3193;-70,18%;-71,95%
MUENCHEN ACC;Germany;50;2020-12-11;1050;846,0;2019-12-13;3282;-68,01%;-71,75%
MUENCHEN ACC;Germany;50;2020-12-12;667;851,0;2019-12-14;2580;-74,15%;-71,79%
MUENCHEN ACC;Germany;50;2020-12-13;775;865,0;2019-12-15;2775;-72,07%;-71,30%
MUENCHEN ACC;Germany;51;2020-12-14;881;867,4;2019-12-16;3109;-71,66%;-71,20%
MUENCHEN ACC;Germany;51;2020-12-15;918;880,9;2019-12-17;2990;-69,30%;-70,70%
MUENCHEN ACC;Germany;51;2020-12-16;1031;896,3;2019-12-18;3169;-67,47%;-70,26%
MUENCHEN ACC;Germany;51;2020-12-17;1110;918,9;2019-12-19;3297;-66,33%;-69,66%
MUENCHEN ACC;Germany;51;2020-12-18;1348;961,4;2019-12-20;3408;-60,45%;-68,45%
MUENCHEN ACC;Germany;51;2020-12-19;1055;1016,9;2019-12-21;2871;-63,25%;-67,08%
MUENCHEN ACC;Germany;51;2020-12-20;1011;1050,6;2019-12-22;2794;-63,82%;-66,01%
MUENCHEN ACC;Germany;52;2020-12-21;1014;1069,6;2019-12-23;2876;-64,74%;-65,02%
MUENCHEN ACC;Germany;52;2020-12-22;936;1072,1;2019-12-24;1914;-51,10%;-63,08%
MUENCHEN ACC;Germany;52;2020-12-23;1163;1091,0;2019-12-25;1542;-24,58%;-59,16%
MUENCHEN ACC;Germany;52;2020-12-24;664;1027,3;2019-12-26;2352;-71,77%;-59,50%
MUENCHEN ACC;Germany;52;2020-12-25;458;900,1;2019-12-27;2728;-83,21%;-63,10%
MUENCHEN ACC;Germany;52;2020-12-26;631;839,6;2019-12-28;2533;-75,09%;-64,89%
MUENCHEN ACC;Germany;52;2020-12-27;825;813,0;2019-12-29;2571;-67,91%;-65,54%
MUENCHEN ACC;Germany;53;2020-12-28;790;781,0;2019-12-30;2608;-69,71%;-66,35%
MUENCHEN ACC;Germany;53;2020-12-29;708;748,4;2019-12-31;1873;-62,20%;-67,67%
MUENCHEN ACC;Germany;53;2020-12-30;877;707,6;2020-01-01;1836;-52,23%;-69,98%
MUENCHEN ACC;Germany;53;2020-12-31;522;687,3;2020-01-02;2667;-80,43%;-71,39%
NICOSIA ACC;Cyprus;1;2020-01-01;923;1025,1;2019-01-02;984;-6,20%;-0,84%
NICOSIA ACC;Cyprus;1;2020-01-02;1143;1030,1;2019-01-03;1070;6,82%;0,17%
NICOSIA ACC;Cyprus;1;2020-01-03;1008;1026,7;2019-01-04;864;16,67%;2,22%
NICOSIA ACC;Cyprus;1;2020-01-04;1125;1039,9;2019-01-05;972;15,74%;4,43%
NICOSIA ACC;Cyprus;1;2020-01-05;1185;1040,7;2019-01-06;1142;3,77%;5,08%
NICOSIA ACC;Cyprus;2;2020-01-06;1004;1038,1;2019-01-07;893;12,43%;6,80%
NICOSIA ACC;Cyprus;2;2020-01-07;1010;1056,9;2019-01-08;855;18,13%;9,12%
NICOSIA ACC;Cyprus;2;2020-01-08;1057;1076,0;2019-01-09;866;22,06%;13,06%
NICOSIA ACC;Cyprus;2;2020-01-09;1180;1081,3;2019-01-10;1016;16,14%;14,54%
NICOSIA ACC;Cyprus;2;2020-01-10;1027;1084,0;2019-01-11;807;27,26%;15,83%
NICOSIA ACC;Cyprus;2;2020-01-11;1099;1080,3;2019-01-12;868;26,61%;17,29%
NICOSIA ACC;Cyprus;2;2020-01-12;1224;1085,9;2019-01-13;1016;20,47%;20,25%
NICOSIA ACC;Cyprus;3;2020-01-13;1023;1088,6;2019-01-14;867;17,99%;21,05%
NICOSIA ACC;Cyprus;3;2020-01-14;1012;1088,9;2019-01-15;843;20,05%;21,31%
NICOSIA ACC;Cyprus;3;2020-01-15;990;1079,3;2019-01-16;844;17,30%;20,67%
NICOSIA ACC;Cyprus;3;2020-01-16;1078;1064,7;2019-01-17;1026;5,07%;18,85%
NICOSIA ACC;Cyprus;3;2020-01-17;975;1057,3;2019-01-18;815;19,63%;17,87%
NICOSIA ACC;Cyprus;3;2020-01-18;1088;1055,7;2019-01-19;910;19,56%;16,91%
NICOSIA ACC;Cyprus;3;2020-01-19;1196;1051,7;2019-01-20;985;21,42%;17,04%
NICOSIA ACC;Cyprus;4;2020-01-20;1041;1054,3;2019-01-21;877;18,70%;17,14%
NICOSIA ACC;Cyprus;4;2020-01-21;979;1049,6;2019-01-22;826;18,52%;16,93%
NICOSIA ACC;Cyprus;4;2020-01-22;1000;1051,0;2019-01-23;802;24,69%;17,88%
